x,y
350,120.412255336563
350,116.011988293968
350,95.352409692964
150,93.071434520829
150,115.204257508724
150,82.422904415063
350,77.946316616285
350,76.464669343678
150,71.589436314678
150,0.013592640468
350,0.001624378598
350,0.00230159225
350,0.001184864725
350,0.000360825052
350,0.06272105734
350,0.055161069598
350,12.985730598386
350,75.234336108669
350,75.895272009788
350,75.89055542896
350,75.52296633072
150,0.000019825699
350,0.030077545219
350,74.718416418019
350,0.834679060502
350,1.112920493002
350,73.841244644748
350,18.710935047276
150,74.022472670594
350,0.010469019839
350,73.910751324109
150,72.625435855164
150,74.191850828304
350,73.507713844672
350,73.325135880477
150,0.061348268269
350,71.57334264158
150,72.771001834607
350,71.847878302985
150,70.133428040924
350,71.141488699152
350,65.997658251843
350,70.888502268399
150,70.943091324892
950,69.960041402942
350,70.537013255154
350,70.324793620984
350,70.335186551868
350,33.527545806574
350,70.198688815841
350,70.188563822574
350,70.077513164519
350,70.047534453393
350,70.049978336823
350,70.043180366844
350,70.039282367424
350,70.045041024627
350,70.024325377972
350,70.02064469399
350,70.026096174571
350,70.028121327331
350,70.018847642408
350,70.025629707487
350,70.021149508108
350,70.017452130421
350,70.00000128854
350,70.018899873952
350,69.195792561678
350,68.853398306875
350,65.402586845308
350,67.876409946834
150,67.966953994894
350,68.224874677785
350,66.318619206772
350,68.009521935132
350,71.587256739107
350,61.51980342487
150,66.718782968069
150,68.825227541544
150,64.864128392762
350,65.059669501433
350,64.25830324394
350,63.871577227221
350,64.007400872959
350,63.613305445171
150,0.000002419563
150,66.408562807944
350,63.660761096148
150,67.458751494509
150,59.985665883403
150,58.308965458355
350,61.618925180594
350,59.66581088354
150,63.000547543682
350,60.86079313191
350,59.73155851295
150,61.433924139148
150,61.659570840568
350,60.13011924541
150,61.019936948917
350,59.470581543895
350,59.294408535952
150,57.48931344899
350,58.061893930684
350,58.917382559211
350,58.776390977302
350,58.675910070021
450,59.647887686498
350,80.558017280632
350,59.129807854658
350,57.459482302088
150,57.692004140335
350,35.155321058325
350,50.263112909977
350,56.92501582578
350,56.202802942384
350,55.698707630943
150,61.666025139276
350,57.000082283388
350,56.62130379939
150,52.520560979998
150,56.085815201863
350,56.556707563396
350,55.921476758622
150,53.301970839334
150,56.074440418831
450,56.245207041827
350,56.133344288915
350,55.608097907398
150,55.979743799937
150,54.361399059488
150,51.142537798368
350,54.629253936859
150,51.677042756123
350,54.721374848727
150,54.044985245319
350,53.679314012584
350,52.915201317624
350,52.588461187997
350,50.630566931912
450,52.162245449902
150,54.085451631079
150,51.27460141494
150,49.708095716437
450,50.385566009939
150,50.333693605829
350,50.639154112651
350,51.415248455567
350,50.385475299401
350,50.006984890733
350,50.000384777198
350,50.000222190313
350,50.000194057692
350,50.000075643364
350,49.999974616946
350,48.754177873631
150,49.435928970305
350,48.648771089581
350,49.201546147955
350,49.224998390668
350,49.704230820197
350,47.889740183712
350,49.27079244214
350,48.005326666789
150,42.644493030741
150,48.164502434197
350,47.625121993153
150,46.713962446779
550,51.646624619236
150,46.248161830536
150,46.870928383209
350,44.463114698077
450,45.255179651768
150,45.326253654074
350,45.245982426753
450,45.481372675955
150,45.086174390182
350,45.222373117088
350,16.085806960961
150,46.234078579743
350,41.787135716085
350,44.005416046983
350,43.126283551356
350,42.822848555102
350,44.140763780874
350,42.494734634867
150,42.683226476317
150,40.824422294082
350,4.7239945542
350,40.904728902838
350,16.923232340027
350,41.079170968685
350,41.470118349809
350,41.113143748817
350,40.799045364356
450,40.877660042195
450,40.652842053173
350,40.720163472387
550,40.170432568246
550,40.022108889946
350,38.044159901075
350,1.306911550737
350,38.274990369308
150,38.267589962896
350,38.750891962947
350,36.722910324377
350,33.08612741183
350,37.633566162817
350,36.63808742221
350,36.576114483496
350,36.062257233143
150,35.788687276867
150,36.718664864637
350,36.248702974282
550,36.07690511844
350,35.610998457675
350,35.712396335576
350,0.016522963753
350,0.020252261879
350,0.021828605568
350,35.715001708763
350,35.625901815356
350,0.028049996408
350,0.023065855102
350,35.803557978574
350,0.023066583306
350,0.026497732149
350,0.019642187871
350,0.023380094741
350,35.450118489796
350,35.270444832364
350,33.786279075739
450,35.238239729428
350,35.448324965794
350,35.410874964144
350,35.010980807741
350,34.835532050763
350,35.024284136692
350,35.040446114785
350,0.019327747695
350,35.017335801301
350,35.014294903783
350,35.011731457454
350,35.012047357624
350,35.011224730402
350,0.020884381345
350,0.019950401124
350,33.557009239414
350,34.624607657843
350,34.481112475703
350,33.8639740354
150,36.554105227281
350,0.02243883187
350,33.098447856851
350,33.074512320901
350,33.293501090655
350,33.24013177831
350,31.60290551144
450,33.509571209216
350,33.144862204664
350,33.098102109091
350,33.093832725939
450,33.025517625223
150,30.604559901127
350,32.685460347903
350,32.756476217323
350,32.091874167754
350,28.263318602786
350,32.206229700286
350,32.114132200472
350,32.114981009731
350,32.063212391228
350,0.071223382625
350,32.065960436551
350,0.054277644965
350,0.035030899672
350,32.005989749808
350,32.002490228596
350,30.73008550565
350,31.629426381584
350,29.969739213571
350,36.356493270713
350,31.508147570337
150,32.942961884883
550,23.06200457501
350,30.662976627102
350,30.554811518121
350,30.558287864317
150,28.830920823788
150,30.48854015854
150,30.063787144284
350,29.066888183665
350,30.010434652464
350,29.190978888439
550,21.530225461936
150,29.119763819288
350,29.591208878361
350,0.017456128359
350,28.599306036648
350,27.62782804541
150,27.670380971633
150,26.498928470918
150,27.062886979739
350,27.339172908494
350,28.08315414945
350,27.876618953762
150,26.957899957995
350,26.816153697371
350,26.943051709128
350,26.763978959801
350,26.348591882843
950,26.505966896268
350,22.828492394463
350,25.525133744365
150,26.425848270951
350,25.843076580442
150,25.410665579852
350,25.447463796928
