pool_identifier,pool_id,pool_name,active_stake,active_pledge,fixed_cost,margin,saturation,lifetime_luck,recent_luck,lifetime_roa,recent_roa
n/a,pool12m7z9p7jqymxrvvp6z7vmfdu6j6u6y43p0m6y4xalz43sc8s4t9,n/a,120412255336563,0,340000000,0.05,1.5585,0.9875562542615242,0.9939223274697596,2.3273844733401345,1.4466999168854855
Trust Nodes,pool1gaztx97t53k47fr7282d70tje8323vvzx8pshgts30t9krw62tm,Trust Nodes,116019938594808,7950300840,340000000,0.1,1.5034,1.0060711074039481,1.0513833517431896,2.1162117634333404,1.3024331977447676
Kiln,pool1k3nkfa5ugavrpd9nwd3s6yyx454qxnquxwmux4rzfunl7q0z38t,Kiln,95355618720456,3209027492,340000000,0.05,1.2395,0.8845438036249841,0.8047222832627049,1.4716097050280517,1.2473826574275206
Ledger by Figment 2,pool1f2wfjqkf2wx6jq93pdck6hgmy9zgw32lmvrq9zejl7scqxjqfze,Ledger by Figment 2,93071444337246,9816417,170000000,0.06,1.2053,0.97390388932319,1.0066721417669373,2.1380205089598556,1.6292782416035
Figment 2,pool19yzqr3meksnvzdxh5xf6aknfhldyqdj7eaquxgcjva4mzt5kg3v,Figment 2,115204267143934,9635210,170000000,0.1,1.1662,1.014287572271936,1.0316051295853028,2.0740041869768384,1.1033002533817236
Ledger by Figment 4,pool1ra2su7cvnmr83pu9nvvz4a9carsgc9egc3e5fuk7h9pycyp5ela,Ledger by Figment 4,82422914231480,9816417,170000000,0.06,1.0785,0.9469814818023488,1.0317038544551738,1.7701201993571498,1.8263044205739227
#1 Nordic Pool,pool12t3zmafwjqms7cuun86uwc8se4na07r3e5xswe86u37djr5f0lx,#1 Nordic Pool,77957322058206,11005441921,340000000,0,1.0114,0.984459724018924,1.0120200182665566,3.331774912720047,2.0460708022027383
ADAvault,pool1xytvsd9qnvqxpthh9p8k85e823trvn3npxeur8kr9zhkqz5uls9,ADAvault,76721368630793,256699287115,340000000,0,0.9987,0.9978306179899327,0.9651499844753114,3.4697218838540924,1.9588357311338853
Cardano Suisse,pool14cq4fchmmqjygwjw4zexmqqd6a7caxptjnvseyu6wanjuppv4vk,Cardano Suisse,76656010743267,5066574428589,170000000,0,0.9952,0.9749592133847153,0.9341479715425928,2.5732982758569767,1.9461366617941476
Cardano Foundation - Private,pool18rjrygm3knlt67n3r3prlhnzcjxun7wa8d3l8w9nmlpasquv4au,Cardano Foundation - Private,76315092569213,76301499928745,170000000,1,0.9918,1.0064082117855115,0.9939346441256933,0,0
Cardano Foundation - Private,pool1n6erydn8x79sa3fmrqmj7mcyqa9em5fppr447j6d9k0xwfl7sc5,Cardano Foundation - Private,76301500320156,76301500320156,170000000,1,0.9916,1.0102020198224597,1.03484,0,0
Cardano Foundation - Private,pool1xmlq3sgssww6kwu8dupgxukzhlk77j40p9c4r3qux3j5z2ysk2c,Cardano Foundation - Private,76301499880772,76301499880772,170000000,1,0.9916,1.0344716551929023,1.01523,0,0
Cardano Foundation - Private,pool1l0erdjregched3dj828q93rfa2f4w4p62nr248xshj5huq6zuvp,Cardano Foundation - Private,76301499726481,76301499726481,170000000,1,0.9916,1.0275636789502367,1.0348300000000001,0,0
pool1uy07qyf0gzzua2glqspyvyevwpe8tamajnqj6c7mjzy4v3m4kne,pool1uy07qyf0gzzua2glqspyvyevwpe8tamajnqj6c7mjzy4v3m4kne,,76326132271543,76324507892945,340000000,1,0.9916,0.9586392408355462,0.979960187112501,0,0
pool1vhz87537anw4u0ruqsyuftyh7zxnrxptr4nnv0m6mjgeu8kp83z,pool1vhz87537anw4u0ruqsyuftyh7zxnrxptr4nnv0m6mjgeu8kp83z,,76330018846968,76327717254718,340000000,1,0.9915,0.9784635175480797,0.9758127502731048,0,0
pool1r99a6puhdv2xzcfw05jjqvks3xhmy2l4wsndx9hmhudvu4yevz5,pool1r99a6puhdv2xzcfw05jjqvks3xhmy2l4wsndx9hmhudvu4yevz5,,76322215812005,76321030947280,340000000,1,0.9915,0.9998006419212762,1.0477373176978624,0,0
pool1yafxktvszg85t5m20l8q8sufgcae6cxlk8cx96wrt8cdva7aknf,pool1yafxktvszg85t5m20l8q8sufgcae6cxlk8cx96wrt8cdva7aknf,,76270306413824,76269945588772,340000000,1,0.9908,0.9922992437463408,0.9886374127394539,0,0
pool1r9fpxs4kcn80kylsjxs8tg3p50nk2s66qerfqtw4x70n5740nj9,pool1r9fpxs4kcn80kylsjxs8tg3p50nk2s66qerfqtw4x70n5740nj9,,76214566936984,76151845879644,340000000,1,0.9908,0.9533112119195508,0.9747095966373384,0,0
pool1kmmahq4upmm5j8fkh3xa9vd7gdffkp8pd4axucfh4w4dw549yqe,pool1kmmahq4upmm5j8fkh3xa9vd7gdffkp8pd4axucfh4w4dw549yqe,,76167428207765,76112267138167,340000000,1,0.9902,0.968037325616834,0.9762699149126985,0,0
WPBJ,pool1l0m820vyqh5pp2yzpw973qzz23neqqd977u0uczh9fs9zqvg0je,WPBJ,72094981575829,59109250977443,340000000,0.04,0.9868,0.9840854155455947,1.004221956576684,3.106194070301042,2.377273736470565
kiln,pool10d6mmw3mn9ku3r7uqqye672dz3sv76lh5kvh5rdpr9l5ug5yknr,kiln,75238906068252,4569959583,340000000,0.05,0.9865,0.9843586043092591,0.9747165654086696,2.4728735576763583,1.9266685764512046
Kiln,pool1mtxmk0skqkr5y0wxnxps4n35j6wn9q8dfr82y423vvlp53vccux,Kiln,75898431372188,3159362400,340000000,0.03,0.9863,0.9974295425542167,0.9824140129038569,2.726172911941885,1.9602350694345747
Kiln,pool1v62c7d92xv6gyh4x9rhfpkwzlpw2ypxk92xvzavakg3xypatklv,Kiln,75893695046316,3139617356,340000000,0.03,0.9842,0.9829563356450711,0.994640460161526,2.683039311312469,1.9579558122245648
Blockdaemon 🧱😈 Stake Pool 6,pool1mfyzxyggryp0jhgghvzas7qjdyz2rcfnm5rfq8s9uefvukrlps5,Blockdaemon 🧱😈 Stake Pool 6,75530414502142,7448171422,340000000,0.03,0.9819,0.9534064311916088,0.9851552681085001,2.6180294052852746,1.9703095597571474
Cardano Foundation - Private,pool1luhm55xxqp0cv7a43rcfrr8m6m74kfe7wdvqdgfzt483x29lr0t,Cardano Foundation - Private,75500025793072,75500005967373,170000000,1,0.9812,1.0454202742117285,1.02095,0,0
pool1rkm8rplkafvllxjuddrkqc3u3lgd9uf327tvmvfdyygsv7lkhm8,pool1rkm8rplkafvllxjuddrkqc3u3lgd9uf327tvmvfdyygsv7lkhm8,,75530087376638,75500009831419,340000000,1,0.9812,1.095,0.9852493102506235,0,0
Cardano Foundation - Private,pool1r2fph82mjhgu955cesn4yejjva4sk7uuh06yhwf8e9ln5djy5h7,Cardano Foundation - Private,75500001574016,75500001574016,170000000,1,0.9812,1.0001530235374758,1.0199500000000001,0,0
Spire Staking | 💎 Delegate to SPIR2,pool16agnvfan65ypnswgg6rml52lqtcqe5guxltexkn82sqgj2crqtx,Spire Staking | 💎 Delegate to SPIR2,75722274868595,1003858450576,340000000,0.01,0.976,0.9925259329518102,0.991345803227806,3.4178773657601265,2.01798459530167
WPBJ,pool1ljqjqskd4f4zekzddw204u5xtzhyz2cllq5v5dmn27zdwf9c70f,WPBJ,74973388678274,74138709617772,340000000,0.04,0.9748,1.006715994197606,1.0357637493245813,2.74790715839992,2.133215521366289
pool1w4cetqsly2cz9fq2te95tnk2r56mh6ew6dmpyfctv2ldv8xuj9g,pool1w4cetqsly2cz9fq2te95tnk2r56mh6ew6dmpyfctv2ldv8xuj9g,,74896382835878,73783462342876,340000000,0.04,0.9737,0.9864468901428363,0.9416776890052929,2.5644710407894302,1.9821184674264325
Pilot Pool,pool1eqa7kxx4xg35cu4rqj4exkvzhenscgh8wxez0gl7hsagygp79kr,Pilot Pool,74891294644748,1050050000000,340000000,0,0.9706,0.9801440864217251,1.0079725367738088,3.1841924878707792,2.0659034147189352
WPBJ,pool155p7g23vdme50kp5lfqylfx5h7ndldyz2mletvr8fqucqzyrk44,WPBJ,74508835168241,55797900120965,340000000,0.04,0.9686,0.9889806958223248,1.0128864715362165,3.123018859281636,2.2745016146771997
BLADE Pool,pool16ajaae2n5lsyr4f9k9uz5y8tpf0996tw640dzu7chwp2wdrnz6a,BLADE Pool,74591782967866,569310297272,170000000,0,0.9627,0.9894138289590115,0.9526392716125346,3.1442285156540404,1.9949100462621985
pool1hv59awqky90plv68xun2k3rd7jqfe5y2c4ry8f7p0x9pxhd7wqr,pool1hv59awqky90plv68xun2k3rd7jqfe5y2c4ry8f7p0x9pxhd7wqr,,74022595123803,74032622422709,340000000,1,0.9617,0.9122402825748112,1.0065786162184622,0,0
pool1ntlyr9hrrdg3gpdkmr267hq46ys2rlj5y25dzx3reuecgd7p5sh,pool1ntlyr9hrrdg3gpdkmr267hq46ys2rlj5y25dzx3reuecgd7p5sh,,74026955853274,74035544396806,340000000,1,0.9617,0.9872974386325815,1.0434563242411603,0,0
pool1a5ld0eulnjxwpg6qyjs6hxzqwj0esft7k0qsf6nj8pkfxy5lml3,pool1a5ld0eulnjxwpg6qyjs6hxzqwj0esft7k0qsf6nj8pkfxy5lml3,,74026735831357,76331812491426,340000000,1,0.9617,0.9606697316593457,1.0008737105123333,0,0
pool1kphkk90f2mculhcndpdd3a7ukvptzqrgyr9jtuvw6c5z2dptuph,pool1kphkk90f2mculhcndpdd3a7ukvptzqrgyr9jtuvw6c5z2dptuph,,74038848361259,74028379341420,340000000,1,0.9617,0.9827153141405559,0.9532560536218941,0,0
pool1cxjqg6nn588ura2rx4uptwprgzw82j89j2gjguwhtun4ypw2sh4,pool1cxjqg6nn588ura2rx4uptwprgzw82j89j2gjguwhtun4ypw2sh4,,74032573359165,74737566074072,340000000,1,0.9617,1.0078676677864926,1.0255652892906633,0,0
pool1yyar66t9fw9dscj8huhredgwplcnf22zq7q7vugur0t5c9nzt97,pool1yyar66t9fw9dscj8huhredgwplcnf22zq7q7vugur0t5c9nzt97,,74025369307887,74027386081289,340000000,1,0.9617,0.9592185482691652,0.9891619263908641,0,0
pool1xsj9s3mfpztls97x7jjql0msmeh5v3wa5vyqhmmmsx8jzsqxrsv,pool1xsj9s3mfpztls97x7jjql0msmeh5v3wa5vyqhmmmsx8jzsqxrsv,,73917851672831,7100348722,340000000,0.03,0.9609,0.9425770957025833,0.9853852800487404,2.1814922204234275,1.9594589005461516
ADALovelacePool,pool1ekcsyzwexl7p2kwxxh34hy28l6772vrmff7jwmuxsa6u6fzty9z,ADALovelacePool,73632974481221,1007538626057,170000000,0,0.9576,0.9931146361293949,1.0572791609926837,3.588747314033469,2.203774172135573
LovelaceCommunityPool,pool1hnp560z9e5acwux8tjguxq36j9r255zuf02u7z2d46dvcf5zhns,LovelaceCommunityPool,74547155535277,355304706973,170000000,0,0.9561,1.0010499340464645,1.0482084147322348,2.601818373205201,2.07996432960897
#3 Nordic Pool,pool1lfvzgsrghmugvpym868mh29288ez0nncz680mamzjygu2jpuwcd,#3 Nordic Pool,73518722363812,11008519140,340000000,0,0.955,0.9957213010527911,0.9900654699415654,3.1443720705629574,1.9969641186567872
#2 Nordic Pool,pool17rjst78s67lvellg8s586rf076jxa3wnsdz730f4xk2zwuhrtej,#2 Nordic Pool,73336142507334,11006626857,340000000,0,0.9546,0.9882720882125966,0.9605961734508678,3.3008496302084294,1.978767142736787
Cardano AG Pool - Private,pool1nqheyct9a0mxn80cwp9pd5guncfu3rzwqtmru0l94accz7gjcgl,Cardano AG Pool - Private,73066604268269,73005256000000,170000000,1,0.9512,0.991063539518513,0.9839300294895034,1.7506205996445534,0
ADAvault Stake Pool 3,pool1ahazpr2yz5gljk2m4q8g7wnmq7m2sr9unhdfmr5arhqrjnntwdz,ADAvault Stake Pool 3,71830104664847,256762023267,340000000,0,0.9511,1.000709904090189,1.0415657894283565,3.034495608037527,2.167310271490836
pool1zgjk3dzwcwd02juqntuzknr368hvxjxy8l8uzkxvgu4252d7ekf,pool1zgjk3dzwcwd02juqntuzknr368hvxjxy8l8uzkxvgu4252d7ekf,,72777021947970,6020113363,170000000,0.03,0.9461,0.9950437281757808,0.9883377189666099,2.330641336967146,1.989705032280289
Ogam_Pool,pool18ufrgfgmslekdxnk9v9345qvhrr7vfgzkvneqtwm7unnwaht6ww,Ogam_Pool,72380917938902,533039635917,340000000,0,0.9443,1.0007677352721354,1.0264980462529913,2.5401046577327033,2.1190461742430506
TITANstaking,pool1qqqqpanw9zc0rzh0yp247nzf2s35uvnsm7aaesfl2nnejaev0uc,TITANstaking,70383430067767,250002026843,170000000,0.01,0.9335,1.0022355721649572,0.9864260845810429,3.475232067699572,1.9938093551712337
CARDANIANS.io,pool1vx9tzlkgafernd9vpjpxkenutx2gncj4yn88fpq69823qlwcqrt,CARDANIANS.io,71344790372119,203301672967,340000000,0.02,0.9324,0.9912803602351927,1.0666546493518159,3.527854062527994,2.184848102430651
ADAvault Stake Pool 2,pool18vej0s9gska8c847aj95g9v24duuxg2g63d5cuqngnxew643jw9,ADAvault Stake Pool 2,66254371117208,256712865365,340000000,0,0.9307,0.9979702737640257,0.9590446195498515,3.3963797848084933,2.0312621010001966
dark-private,pool13c9mnvfx4nvwvkszxcprwlv60fh3tteef50hhhv9yxptsua2v70,dark-private,71037341475574,71087868532325,340000000,1,0.9228,0.9776880837969576,1.0550363338178563,0,0
n/a,pool197na7w0h8hjc8wdvwys7nsalhtpctefa3m23udeqxpfk6nzq8l9,n/a,70935421590763,46919322364,340000000,0.03,0.9221,0.9967571434888115,1.0140206053072793,2.2303616476792136,2.006456531941733
Tech pool,pool15cy4p3axu0m6sfrmxsp46z5cevx3ruksfwjl48730cgx24j4ydz,Tech pool,71068956519567,125865194675,170000000,0,0.9199,1.0036060544082215,1.0941100330414288,2.5013432235894637,2.207767312532758
FIKA Pool,pool17s3mr9c4ejjfq20dz0ls9ggskc770kt267s9xmw93payzdswwgg,FIKA Pool,70011504089089,51462686147,998000000,0,0.9181,0.9859782065096628,1.0485221395751059,2.5450782601671196,2.0701832897765673
Kind Orange Heisenberg,pool1fl20ddkpvnstlx63fal6e3ku46r76nk2s4mqtk5jnyxn2vt7hg6,Kind Orange Heisenberg,70537013255154,0,340000000,0.05,0.9164,0.9919548081135989,1.0138290748317351,2.8538086928910134,1.977906957665834
Wacky Gold Maxwell,pool1xed948ze4guhrkt9zxjmecjvgkvgf8gd8skkzgtacz6gsyk9m5c,Wacky Gold Maxwell,70324793620984,0,340000000,0.05,0.9139,0.9711375296830733,1.0074394244701226,2.803157289405888,1.9659881263908965
Upbeat Beige Euler,pool1j276s043qh2knv3ukmap6sra6sk7p5khuetzwx9h43wqydzsx8c,Upbeat Beige Euler,70335186551868,0,340000000,0.05,0.9138,0.9768993890672315,0.9703010730096202,2.806711058970537,1.9128097894798881
GMO Coin Staking Pool,pool1457cnl7qu568h98xrw8krfnjkhf05mfhaq2l50epwy36yuln20q,GMO Coin Staking Pool,70199374745693,36671828939119,340000000,0.04,0.9135,0.9967937638914339,1.0367753552919483,2.881107479058646,2.3198077062718974
Thin Blue Galileo,pool1edqwpnln3zr9gj9sfsmyl72pen6hdwev07xgqj7uz5mkjrgfj6h,Thin Blue Galileo,70198688815841,0,340000000,0.05,0.912,0.9674228739425342,0.9634998313506294,2.731651683835289,1.8911069098793112
Admiring Red Hertz,pool14xq8v9s80ut6vmwp93tzhlydhsdqhxk3e9jerl2kl7hm2dq6pru,Admiring Red Hertz,70188563822574,0,340000000,0.05,0.9119,0.9751799865811369,1.0602591779850707,2.7769954772075707,2.0153858848126323
Fervent Vermilion Galileo,pool1vcwsfldh4gkzga4mc6p86y0vytkqfm9e2dy44hs00v34yeqnfaf,Fervent Vermilion Galileo,70077513164519,0,340000000,0.05,0.9104,0.9895729792938979,1.049140376498424,2.855403558175914,2.04100215925181
Ubiquitous Teal Aslan,pool1sdare7xfd6tmak8ghek7kwgpgj6xzu0reppmw4t46rmcs0h6vr2,Ubiquitous Teal Aslan,70047534453393,0,340000000,0.05,0.9101,0.9815639703747143,1.0141301105411575,2.813574520662982,1.9762952981101145
Lucky Azure Gauss,pool1fqas6yd8n3fdpz8e869qjvyensdmzletqjexcut8mxasu2sk72r,Lucky Azure Gauss,70049978336823,0,340000000,0.05,0.9101,0.9787948753312533,1.0298924507441987,2.8184752449945503,2.014107270212741
n/a,pool1s8347yjgmfguf0ynj69euw7r75w7usdrfheckpcrjrk2yfvnpwq,n/a,70043180366844,0,340000000,0.05,0.91,0.9883173218620608,0.9517291862586462,2.5670320082379177,1.8273073715761483
Tidy Lilac Kepler,pool1lev7ygxcqd4aw5em7wf7y64au4hv04yl5cew27lkjmgngj46vqk,Tidy Lilac Kepler,70039282367424,0,340000000,0.05,0.91,0.9688407388199552,0.9375395910888648,2.7950660137519305,1.8272031130358628
StakeBowlPool1,pool18gk8kvd9qf829nldqus92q9y640e6u0jdyfz04mmktwxvglgt06,StakeBowlPool1,70045050643157,9618530,340000000,1,0.9098,0.989673783125767,1.02093833761823,0,0
Relaxed Mustard Hopper,pool17arsgklktp9sayk5kzaakwvl3jwyczp07guux2yd0upgqh04qjl,Relaxed Mustard Hopper,70024325377972,0,340000000,0.05,0.9098,0.9778317418990913,1.0116007299918546,2.814580095187977,1.9334918596428325
Fancy Mango Dirac,pool1njjr0zn7uvydjy8067nprgwlyxqnznp9wgllfnag24nycgkda25,Fancy Mango Dirac,70020644693990,0,340000000,0.05,0.9098,0.9827663423089272,0.962191359072496,2.8387152529747834,1.850410455956921
n/a,pool1tn7rcvc5lln8frln5n9rfd9cg8kcrj4vlm3ycdquyx5s2mlhmtk,n/a,70026096174571,0,340000000,0.05,0.9098,0.9855956667237229,1.0340909288950424,2.6776504122233593,2.0640080621760815
Tall Zaffre Darwin,pool13s5faca3kkg6jhqcll8xd9tarur3zkhalyuu92d5g87zyj4wrrc,Tall Zaffre Darwin,70028121327331,0,340000000,0.05,0.9097,0.9743962613852517,1.0355204453441955,2.8565894051120506,1.9979980198312615
Fancy Burgundy Archimedes,pool16e43yxx4djcvnsunwgrm8tnph0ljrt3p9tnezu3qvtcwzh4zwwa,Fancy Burgundy Archimedes,70018847642408,0,340000000,0.05,0.9097,0.9739399497786156,1.0331079363052247,2.8082749089288805,2.009194687440494
pool1qlps2dwr0qd0a7pjqr47apewf2lq42xv03zgentgwv9mspeh57g,pool1qlps2dwr0qd0a7pjqr47apewf2lq42xv03zgentgwv9mspeh57g,,70025629707487,0,340000000,0.05,0.9097,0.965237865805525,1.0101864888750012,2.7017186421448307,1.99599609906825
pool104z3yr7faqhck6wcsczhmqrrpdeparcr8juw8unxy8tm6xp447d,pool104z3yr7faqhck6wcsczhmqrrpdeparcr8juw8unxy8tm6xp447d,,70021149508108,0,340000000,0.05,0.9097,0.9907806390768563,0.9546487713187366,2.7165958212673678,1.8800099142003857
n/a,pool1w7dk7rn0cflzzfr4fqvjpapn0rkz5ksmerx5tgwpm2gtj2gly97,n/a,70017452130421,0,340000000,0.05,0.9097,0.9806706078473555,0.9607809122928596,2.5324706187945782,1.8216962693273664
StakeBowlPool2,pool1fpvs8h5q5kwpz4k2yd0vw90dgdxacr3ef508tzzewm0kysdt4eq,StakeBowlPool2,70000010907070,9618530,340000000,1,0.9097,0.9472970001208322,0.787272618252282,0,0
pool143d6z506u6yfufgzrtx8ywcwx3j4s29lxv5tdugcpcwk2l83gck,pool143d6z506u6yfufgzrtx8ywcwx3j4s29lxv5tdugcpcwk2l83gck,,70018899873952,0,340000000,0.05,0.9097,0.971959458793208,0.9322399713409263,2.697917789118888,1.7965004595512601
n/a,pool1kl2vuauwfc5k0avf874ym5tcm04ywa22frleszhujeccj4va3lt,n/a,69220357818634,24565256956,340000000,0.05,0.9088,0.9425483544015542,1.0873511108844052,1.9302757100208956,2.0986208110485562
Figment 19,pool1l92vxagssugcsu4wyhvnjd0t6dlqjjfrxkt8v4qaucgmq8t3j3s,Figment 19,5046709,5046709,170000000,0.1,0.9025,0,0,0,0
Kiln,pool1mtuhuh8hkf8am0qzx45y58kll8q83sjh6pwljrflcmw970d82f3,Kiln,68856589231130,3190924255,340000000,0.03,0.9008,0.9920632867345672,1.062522211993903,2.382670426472471,1.9092774118789648
BigLazyCat,pool13k6tphjfsgqdq7h27p4x86ruchcdg2x073luw8pndh3ajxvwvja,BigLazyCat,65406453556976,3866711668,340000000,0.01,0.8927,0.9995788119618118,1.0714073347081472,2.3950829736360393,2.1179351316347086
CardanoCafe,pool1tdsrw0n33gmy0mzh7cgtn9p0jy5xwjxaa2s26gn2ewf8kg4nrzx,CardanoCafe,67992460371970,116050425136,340000000,0.01,0.8907,0.9954600232596857,1.003474932585808,3.2835731147030445,2.0623406694772615
ONE SecureStaking.io,pool15yyxtkhz64p7a8cnax9l7u82s9t9hdhyxsa3tdm977qhgpnsuhq,ONE SecureStaking.io,68121263232112,154309237218,170000000,0.03,0.8878,0.9867264527206118,1.0145150943277768,3.462486548320974,2.0695676028696472
1 Percent Pool #0 (v1),pool1gclysx2h7fndj0jdajlmwvqr8q9tzu3rurjknacu0ff954fsg9a,1 Percent Pool #0 (v1),68301218484731,76343806946,340000000,0.01,0.8852,0.9961456538485821,0.9987958469174457,3.7080332001336926,2.0434948916103335
ATADA Stakepool in Austria,pool1qqqqqdk4zhsjuxxd8jyvwncf5eucfskz0xjjj64fdmlgj735lr9,ATADA Stakepool in Austria,67658636441422,1340017234650,340000000,0.01,0.8833,0.9828407050644915,1.0187279195351422,3.6104692682179493,2.0827480829832052
Aichi Stake Pool,pool1ju8f57hyvaa32tp85r468kuedvmjmcy56f8u9968drea57p50l5,Aichi Stake Pool,68139138098257,129616163125,340000000,0.005,0.8818,0.9893099989895225,0.9730994517017144,3.2493470121118344,2.0192291594732286
n/a,pool1yh7ksvg54nger73ldnf22cgwyh0dnm4aerahdd0kdukjqeacy32,n/a,71587256739107,0,340000000,0.05,0.876,0.9757753696635136,1.0352608501398803,2.132044202543624,1.9696377611614353
pool18xu4fh88v4naq5u3x9ya5aevfkrfd7a8a4gw6sejdvjnsrpud2a,pool18xu4fh88v4naq5u3x9ya5aevfkrfd7a8a4gw6sejdvjnsrpud2a,,61545330113100,25526688230,340000000,1,0.8718,0.9364571599169896,0.7996263785338847,0,0
HAPPY Staking 🥳 • Midnight 🕛,pool1a8n7f97dmgtgrnl53exccknjdchqxrr9508hlxlgqp6xvjmzhej,HAPPY Staking 🥳 • Midnight 🕛,66857607602224,138824634155,170000000,0.01,0.87,0.9892654044530464,0.9775431534898786,2.5704915373741644,1.9809954468008784
dataDyne.earth,pool13hxlxd6qa68fmfhrvvmasa0mjg30tj9p5v2lmgmgsmrp2rgzkfp,dataDyne.earth,69076703778832,251476237288,170000000,0,0.8633,0.996594630281223,1.0492630314922544,2.634498702432952,2.147109392661343
TITANstaking #2,pool19pyfv4xnln8x4l7auw0n0skk3hd97shun707hrw5d4s553ys74x,TITANstaking #2,65114130419605,250002026843,170000000,0.005,0.8434,0.9888706695050974,0.9263588989190307,2.9621490056504585,1.9524932091230562
Blockdaemon 🧱😈 Stake Pool 3,pool1ff2hr0sukqqd75jr2rh3wrmnesxqgpq42dgd6rm3ungnqp904ue,Blockdaemon 🧱😈 Stake Pool 3,65073474432946,13804931513,340000000,0.08,0.8426,0.973224468076013,0.9819825893644943,2.678591833486504,1.8474414187792747
OctasPool,pool1z5uqdk7dzdxaae5633fqfcu2eqzy3a3rgtuvy087fdld7yws0xt,OctasPool,64767352689596,509049445656,340000000,0.009,0.8382,0.9951775475391536,0.9650485249864514,3.428241768198705,1.9676171794032333
One Community ADA,pool1whmm0hkxunyhxsr6dfjpx2tpvd05qhev820lx9vcmvqa5wjc6nh,One Community ADA,64280029901543,408452674322,340000000,0.0085,0.8348,0.9922914242889906,1.0518076384972241,2.4278427837256484,2.1422726142614708
Fair Pool #01,pool1ddg6t2h9kj6lqlec4ncjs945lzj43m3ggrgdhf5sgzhtygpkznz,Fair Pool #01,64113603116201,106202243242,340000000,0.005,0.8345,0.9934354152993994,0.9986920069185311,3.339726395441839,2.034920757466445
#5 Nordic Pool,pool1nz9h4raywm6mu2v8l7htuaqvmn06l3mepuaxynpzlwljsf8txhy,#5 Nordic Pool,63624312508859,11007063688,340000000,0,0.8269,1.0044988915172492,1.041971292605666,2.926831672253529,2.174763146989148
Thunderstruck,pool1jakl9kqhx87ywc7fcxweaxvna9khxhzyh6v8j70u6zpaxa45ghh,Thunderstruck,61705936405,61703516842,170000000,1,0.8234,0.8391196164589643,0,0,0
CloverNodes,pool1zkdc6ve9nndk7vxnjlalhqt4hr5h8auz5qzjk7lrjrqtv23yuy5,CloverNodes,66509979792454,101416984510,170000000,0.01,0.8212,1.0088067115230548,0.966765020696862,2.5230492782389033,1.998696684080636
SN₳KE Cardano Staking,pool1xs34q2z06a46nk7hl48d27dj5gzc6hh9trugw2ehs9ajsevqffx,SN₳KE Cardano Staking,63677964034371,17202938223,340000000,0.01,0.8182,0.9961954918204345,1.0048248801207085,2.6840914882292024,2.1248442979718587
AutoStake I,pool1zz7x8ergn02chznayj9fjds2gk5q6prmpdr49faspd65kzqsrjs,AutoStake I,67460827912388,2076417879,170000000,0,0.8128,0.9783998586220749,0.9741384210448848,3.3122445296665832,1.9646508940733922
EMURGO 1,pool1m0drnjxsvnlesq0rwmur2rh6lenuql57jfzd6cf6aegj2cv7ugy,EMURGO 1,59996376553842,10710670439,170000000,0.015,0.8113,0.9940450999404216,1.0223477489230328,2.393892122589298,2.114428415146156
Everstake Partner,pool1n0uxgs5qfk5n9xl7qvq9jt8zuu02cntrsjnjayjlqtejyffnemj,Everstake Partner,58308977548964,12090609,170000000,0,0.801,0.9741690248892221,0.9301020940485666,1.437168259063143,1.506704130446871
InfStones,pool1vkc0dvuf8rxrch87umfayacgglrh8f88ef0f64xrdue5u2xjwfm,InfStones,61618925180594,0,345000000,0.1,0.8007,0.9737169502917133,1.0417329487290017,2.451962697500289,1.9311787803376679
ATADA-2 Stakepool in Austria,pool19w5khsnmu27au0kprw0kjm8jr7knneysj7lfkqvnu66hyz0jxsx,ATADA-2 Stakepool in Austria,61016275857998,1350464974458,340000000,0.01,0.7995,0.9825141067309058,0.9646200514252664,3.3621494525312867,1.984306506875365
Maracuja-Pool,pool16f95up5u5lyqne5mnxmlhe0rgdgmya27mph288r6gw0ukegjffa,Maracuja-Pool,63101240192997,100692649315,170000000,0,0.7936,1.0282948216071561,1.010269085203823,2.4328428011685594,2.1246711920862302
n/a,pool1j6xfryctrxm4aplw3vnrtgfsvqdr35exenxqse5kzxmfue7qqmr,n/a,60902108956429,41315824519,340000000,0.03,0.7918,0.9831046263338924,0.9967936357052711,2.196793960770601,2.008826469646039
Digital Fortress,pool1rvng7n968748udkc5rxy4h9zp9hms4s3jsfwuues76ft28uc056,Digital Fortress,59931582463064,200023950114,340000000,0.02,0.7884,0.997178914084009,0.9408345546260258,3.6303663041748515,1.9069872889564259
P2P & Tangem,pool1lu2luhmkyayq9njh848kfknn6evwzmn3gzsxar7z3sttg7grxcm,P2P & Tangem,61437687891374,3763752226,170000000,0.04,0.7865,0.8218095567760554,0.9569667232264707,1.4150548569781778,1.737737385477076
EMURGO 5,pool192pfftt48zc4x5aellvpufk6l6zxllpldw0rx82vrhqrqfhhqs2,EMURGO 5,61670410605885,10839765317,170000000,0.015,0.7856,1.005675901877297,0.9293440970314059,2.4995225359841835,1.9078633160332648
n/a,pool1u2fuz3fn5dfphf0cu0sewm4rnera445avenggle9sl4hy7rjzgv,n/a,60130119245410,0,340000000,0.05,0.7848,0.9991128091968395,0.9549458624836276,2.496918157134199,1.7662579476412699
