pool_identifier,pool_id,pool_name,active_stake,active_pledge,fixed_cost,margin,saturation,lifetime_luck,recent_luck,lifetime_roa,recent_roa
YUGEN,pool15xy7ljyr733vtpvh65mpaq0lt5u9jqsr6u8urmjq7rxh6ne904c,YUGEN,0,0,340000000,0.01,0,0,0,0,0
Input Output Global (IOHK) - Private,pool1867sv2tgcq2cjmyhqgsfveekmsy5zksld69zhgrlkluukfydq29,Input Output Global (IOHK) - Private,0,0,500000000,1,0,1.0446666338150108,0,0,0
pool1gpc08dtula7mpdzy3rnf9zfw8tp2n6c03ukj2kf5shqzca5ulw2,pool1gpc08dtula7mpdzy3rnf9zfw8tp2n6c03ukj2kf5shqzca5ulw2,,0,0,340000000,0.025,0,0,0,0,0
pool1qf0wftuxq20v4c0es83qgfunte4uxepx7jesy8nczxz2wv8yld2,pool1qf0wftuxq20v4c0es83qgfunte4uxepx7jesy8nczxz2wv8yld2,,0,0,345000000,1,0,1.152619938399835,0,0,0
pool1rzlg6gtquajeyzpn5whh2alqzgdpy5ugha275z2haq79glqze85,pool1rzlg6gtquajeyzpn5whh2alqzgdpy5ugha275z2haq79glqze85,,0,0,345000000,0.15,0,0,0,0,0
pool164nml0s3vt20jd8uf0lwf5hjnt4vcan9sjmxr8huq7k2qswd8jq,pool164nml0s3vt20jd8uf0lwf5hjnt4vcan9sjmxr8huq7k2qswd8jq,,0,0,340000000,0.03,0,0,0,0,0
Input Output Global (IOHK) - Private,pool1kp0wl7kxn0zt5xtmld72s98rv6ejpufvl39qk26h99nqshmkmge,Input Output Global (IOHK) - Private,0,0,500000000,1,0,1.0331,0,0,0
Input Output Global (IOHK) - Private,pool18w4dzpe8wtkx29scf74qmshrf58xg760mcxu5p7s0azxufwwgec,Input Output Global (IOHK) - Private,0,0,500000000,1,0,0.9784333333333334,0,0,0
pool1vazy9q3064xgmqn7fxwgysyuqfvlxlcn7dfcn79ydcn3kw2xuvm,pool1vazy9q3064xgmqn7fxwgysyuqfvlxlcn7dfcn79ydcn3kw2xuvm,,0,0,345000000,0.1,0,0,0,0,0
pool1gl90juvqt674dhvr06f6vtth8uarhglx3q6cj3y3q0vdsy5ujsc,pool1gl90juvqt674dhvr06f6vtth8uarhglx3q6cj3y3q0vdsy5ujsc,,0,0,340000000,0.015,0,0,0,0,0
Input Output Global (IOHK) - Private,pool1hfxjswx4wnpfmdad660hvzx4knjhf32uwgg6wgsnqp98x9zz927,Input Output Global (IOHK) - Private,0,0,500000000,1,0,1.0333357142857142,0,0,0
eToro Pool 8,pool1sskadl6p2w0ttfr60y2ssfzcmrnaty4wt68v5glzd3e5vwkh7z5,eToro Pool 8,0,0,340000000,1,0,0.9346090997931596,0,0,0
pool16m3cpra28g00t2hsfm4cj9twl4y0jsf3us2zd6nyjpz5yuagmkn,pool16m3cpra28g00t2hsfm4cj9twl4y0jsf3us2zd6nyjpz5yuagmkn,,0,1426510,340000000,0.03,0,0,0,0,0
pool1hmgufw0zuwtf5h4nudugkvu9qgk8zefrz70tv4ng4vhq5frzeuf,pool1hmgufw0zuwtf5h4nudugkvu9qgk8zefrz70tv4ng4vhq5frzeuf,,0,0,340000000,0.02,0,0,0,0,0
pool10tcg3efecc706w98qs7j5jw84nxkcycseksp4mw64pjty26wr7f,pool10tcg3efecc706w98qs7j5jw84nxkcycseksp4mw64pjty26wr7f,,0,0,340000000,0.02,0,1.1994204510774522,0,2.5333322740769963,0
pool13ugz5ye96g5jcxw2c3kt9x7cc75p4lmxl2jz7cy0a4xkkju0dr0,pool13ugz5ye96g5jcxw2c3kt9x7cc75p4lmxl2jz7cy0a4xkkju0dr0,,0,0,360000000,0.05,0,0,0,0,0
pool1py5y4uqukj777aj0ax0dpc7tchcl35dax5rxppuwfj0wkg3km82,pool1py5y4uqukj777aj0ax0dpc7tchcl35dax5rxppuwfj0wkg3km82,,0,0,340000000,0.075,0,0,0,0,0
pool1gp4kj3w0txgxjme254pgyj5ysw7muxsumuefzc7uep9673nsrvc,pool1gp4kj3w0txgxjme254pgyj5ysw7muxsumuefzc7uep9673nsrvc,,0,4000000,345000000,0.02,0,0,0,0,0
PHOENIX,pool1lll300yc7lf6v34agp6ctzxdwk6s96cu0lxq3kk0msgvzchq3f4,PHOENIX,0,0,340000000,0.02,0,0,0,0,0
The Princeton Pool,pool152zrg07tzs7vjcw7q64r85egv6efr59lsyn4v5yqqxy0vspj26f,The Princeton Pool,0,0,340000000,0.02,0,0,0,0,0
pool1gu522f03e6azk25v5n6mur9zyl8ghe2ul8223zp3vfnp77fagfa,pool1gu522f03e6azk25v5n6mur9zyl8ghe2ul8223zp3vfnp77fagfa,,0,0,340000000,1,0,0.9690307732713009,0,0,0
Input Output Global (IOHK) - Private,pool1v9gqa6n4em4aly7ew2trvhgrath4mrsp9tyc290l638nvqs5aej,Input Output Global (IOHK) - Private,0,0,500000000,1,0,1.0503533333333333,0,0,0
Oneiron,pool1m7mmef85qylqdqa3skut8a7akklp5myaanrn0gqzsfg37j3vms8,Oneiron,0,0,340000000,0.02,0,0,0,0,0
pool18fwhlhyx6h2822gujjjnjntn2hsy5lr0exvcf526t3wdkxhryj0,pool18fwhlhyx6h2822gujjjnjntn2hsy5lr0exvcf526t3wdkxhryj0,,0,575770552,340000000,0.019,0,0,0,0,0
pool15723rmfj9yw88yj3vjhh4f82xlwkqrwthmgw79zt6v7ukx3zv2y,pool15723rmfj9yw88yj3vjhh4f82xlwkqrwthmgw79zt6v7ukx3zv2y,,0,182428,345000000,0.05,0,0,0,0,0
pool1lc4yn2hew7nquk5gfc8k8cs6d7hee4a9hc2hauwj7dv759zzek0,pool1lc4yn2hew7nquk5gfc8k8cs6d7hee4a9hc2hauwj7dv759zzek0,,0,0,340000000,0.02,0,0,0,0,0
pool1jp9plcy9uqq0y832sj90r40sed03ft9pjczwy4zgy25hx9cj79e,pool1jp9plcy9uqq0y832sj90r40sed03ft9pjczwy4zgy25hx9cj79e,,0,0,170000000,0.01,0,0,0,0,0
pool1x909haq22shn2479qtzkkr9ww2s9nr7v9xzyhxefg50yyt3lzfy,pool1x909haq22shn2479qtzkkr9ww2s9nr7v9xzyhxefg50yyt3lzfy,,0,0,369000000,0.0369,0,0,0,0,0
Input Output Global (IOHK) - Private,pool1t5zgwakxfmqxgu7l65fk45u33frlqrvgsvzn7demdy0ejgrhq9a,Input Output Global (IOHK) - Private,0,0,500000000,1,0,0.9585181818181819,0,0,0
pool1t0yyw270lyj70x2fdgxsl7re3rlc8q23fvy3gfpggulc5g6xe95,pool1t0yyw270lyj70x2fdgxsl7re3rlc8q23fvy3gfpggulc5g6xe95,,0,48238578,345000000,0.003,0,0,0,0,0
pool1s2qefm0h0449tdwsh7w6gw7mn9n8d3w48zunslxdazlfghtn4wh,pool1s2qefm0h0449tdwsh7w6gw7mn9n8d3w48zunslxdazlfghtn4wh,,0,0,340000000,0.01337,0,0.3817828933254715,0,1.8138878141709025,0
pool1cg90yrzsj6mk84jzqt6sg3mg9gxx6f40tk7fk2v7uyp5cxw02wf,pool1cg90yrzsj6mk84jzqt6sg3mg9gxx6f40tk7fk2v7uyp5cxw02wf,,0,0,345000000,0.03,0,0,0,0,0
Input Output Global (IOHK) - Private,pool19r4ef6n0xkw3pvztuwd44ymrzrkylyralnf5rudnc7hnvvddyqz,Input Output Global (IOHK) - Private,0,0,500000000,1,0,1.0186,0,0,0
pool1qatl6qf2zja8a3hyhn42ar5a54h9k0dn3hd2j4uxvz5mqn25zy5,pool1qatl6qf2zja8a3hyhn42ar5a54h9k0dn3hd2j4uxvz5mqn25zy5,,0,0,350000000,0.03,0,0,0,0,0
pool105y08fgl97g255q7v9nk0x7aqyxaqcluve2jxhgwemkaxkeyd82,pool105y08fgl97g255q7v9nk0x7aqyxaqcluve2jxhgwemkaxkeyd82,,0,0,345000000,0.03,0,0,0,0,0
pool19upjnw6s32kyfrv863nxu08yw6fyvjz7j3p4c3zl95arytp068x,pool19upjnw6s32kyfrv863nxu08yw6fyvjz7j3p4c3zl95arytp068x,,0,0,340000000,0.01,0,0,0,0,0
pool1j2g7nwksj60fszcz6pxsf2hyzny9ch673en08xjlx05jwxeh2uz,pool1j2g7nwksj60fszcz6pxsf2hyzny9ch673en08xjlx05jwxeh2uz,,0,0,345000000,0.01,0,0,0,0,0
eToro Pool 20,pool1lujmnkmp7auuvphrhlxe9xtsqwt9vk8zemg8pkeztr367f0grq6,eToro Pool 20,0,0,340000000,1,0,0,0,0,0
pool1trvj5seg8u2r5tz2usenfmz9vs8qnf3nc8aft6vr9uqhszdlrx0,pool1trvj5seg8u2r5tz2usenfmz9vs8qnf3nc8aft6vr9uqhszdlrx0,,0,0,340000000,0.05,0,0,0,0,0
pool12znadsadf2h4v6xhf8jwqc6grjxsrdn6f53h5esrkaj5qjtjnfs,pool12znadsadf2h4v6xhf8jwqc6grjxsrdn6f53h5esrkaj5qjtjnfs,,0,0,340000000,0.02,0,0,0,0,0
pool1lyvtenf7325hsrtdgeqsv7yau6hyq7ztpdwwdeqcueh8s83h34l,pool1lyvtenf7325hsrtdgeqsv7yau6hyq7ztpdwwdeqcueh8s83h34l,,0,0,340000000,0.0333,0,0,0,0,0
pool1p6hcxptwdpepslluq44shkzgk72k5gsszhhllykdcvts6xnrwvg,pool1p6hcxptwdpepslluq44shkzgk72k5gsszhhllykdcvts6xnrwvg,,0,0,340000000,0,0,0,0,0,0
Input Output Global (IOHK) - Private,pool148ajvsw7z9mhgw43tqvgmfrv22azvm638knkqghqv497xvdl2tk,Input Output Global (IOHK) - Private,0,0,500000000,1,0,0.9906190792330655,0,0,0
pool1esvefse6m77u5nwetxjz82rh77062htxmdcfa4h98cx65gjg8zg,pool1esvefse6m77u5nwetxjz82rh77062htxmdcfa4h98cx65gjg8zg,,0,0,345000000,0.01,0,0,0,0,0
pool1nuhdrn8v7jrqpqtyrjhqqd2jtjff2pks6sz7qfsurp96vqdswz5,pool1nuhdrn8v7jrqpqtyrjhqqd2jtjff2pks6sz7qfsurp96vqdswz5,,0,0,340000000,0.05,0,0.7537514216278293,0,2.0156068594732943,0
Input Output Global (IOHK) - Private,pool1gctelcfktanxhqfjw88vjp9v0ayumd6lr3re38pjw3kvvc8tanq,Input Output Global (IOHK) - Private,0,0,500000000,1,0,0.945,0,0,0
eToro Pool 19,pool1jkltjlyk484wpdrhe20sjmgqgxhw0zx8lx6tml4wkprt5z28tvw,eToro Pool 19,0,0,340000000,1,0,0,0,0,0
pool1fndvmevsjh5a0hkt5me9mrtlk4ugu4n8yns0dwk4jyhdqcq3ayy,pool1fndvmevsjh5a0hkt5me9mrtlk4ugu4n8yns0dwk4jyhdqcq3ayy,,0,0,345000000,0.2,0,0,0,0,0
Input Output Global (IOHK) - Private,pool1ygamv2t9lw03khcxpe75rjd4p8lnn36hux3deeg3hrc3jwrx43z,Input Output Global (IOHK) - Private,0,0,500000000,1,0,0.9221333333333334,0,0,0
pool1lq78uw50ple5j3ruk6rx3np3u5ya0hcgq2k47yfmpuj46mahwnl,pool1lq78uw50ple5j3ruk6rx3np3u5ya0hcgq2k47yfmpuj46mahwnl,,0,0,340000000,0,0,0,0,0,0
pool1cax4yzzzsluaknn9y7wdxhvslzsr3shyrapmj0cw25csw20wzc5,pool1cax4yzzzsluaknn9y7wdxhvslzsr3shyrapmj0cw25csw20wzc5,,0,0,340000000,0.0075,0,0,0,0,0
pool1zjjr7qm06ywwwd03fpc40u24uxt3kruesr6knpmdzj3ejxytjf0,pool1zjjr7qm06ywwwd03fpc40u24uxt3kruesr6knpmdzj3ejxytjf0,,0,0,340000000,1,0,0,0,0,0
drokdev-pool,pool15m3nrmzhaef66j4sue7p66yshtxfug84zuhfd8skxhh9q6mkgyx,drokdev-pool,0,0,340000000,0.035,0,0,0,0,0
pool12pupdkq80hxxcje94kjgc75x9vsqsgaz65upnmx7k7zmvc3rpd5,pool12pupdkq80hxxcje94kjgc75x9vsqsgaz65upnmx7k7zmvc3rpd5,,0,0,340000000,0.04,0,0,0,0,0
pool1nyq3fcx438ydyprzfnpg8y8nkekmjqe2gp3mh04e9hv22ljaavj,pool1nyq3fcx438ydyprzfnpg8y8nkekmjqe2gp3mh04e9hv22ljaavj,,0,0,340000000,0,0,0,0,0,0
pool1ph3u549evvr8626xav25vk3sgcwa9llhvcp65q0m0gvz6q2klz3,pool1ph3u549evvr8626xav25vk3sgcwa9llhvcp65q0m0gvz6q2klz3,,0,0,345000000,0.01,0,0.5959778037187452,0,0,0
pool1a7tdlv4re0fj309jgdx8fxrjy5sz9rw94cj2dfrkw2u7qmwnhm3,pool1a7tdlv4re0fj309jgdx8fxrjy5sz9rw94cj2dfrkw2u7qmwnhm3,,0,0,345000000,0.039,0,0,0,0,0
pool1wunach3tra8tmaqgft9ryg6ndxt4y83z2vuzmaztwzdr5x7ylh5,pool1wunach3tra8tmaqgft9ryg6ndxt4y83z2vuzmaztwzdr5x7ylh5,,0,0,345000000,0.03,0,0,0,0,0
pool15wpcswzd758g6ym0g4x3mx6y6hm3acvx2d0uq3y3z6xnj0eajkg,pool15wpcswzd758g6ym0g4x3mx6y6hm3acvx2d0uq3y3z6xnj0eajkg,,0,9823059,345000000,0.01,0,0,0,0,0
Input Output Global (IOHK) - Private,pool1cx8njhvw34weqykla5fz38ngt3dr4d0ltv0srqjqa8ugzap937l,Input Output Global (IOHK) - Private,0,0,340000000,1,0,1.0867181450298171,0,0,0
pool1w43rswva2e4hulr6ayxv4aaaf0fzvxjj5c8kv55xmm2auey5xvz,pool1w43rswva2e4hulr6ayxv4aaaf0fzvxjj5c8kv55xmm2auey5xvz,,0,0,340000000,0.13,0,0.9378329027768235,0,4.26102695332903,0
pool1nwljjun9hsly0vkuq2kuxzleteyl35j9s8ap4x9yh4lpuglxmu3,pool1nwljjun9hsly0vkuq2kuxzleteyl35j9s8ap4x9yh4lpuglxmu3,,0,0,310000000,0.03,0,0,0,0,0
pool1l5wveuysr4uqlt9z8gheydtumhvcn5upu2fg0pu6z4y3gte9dph,pool1l5wveuysr4uqlt9z8gheydtumhvcn5upu2fg0pu6z4y3gte9dph,,0,4763998,340000000,0,0,0,0,0,0
Input Output Global (IOHK) - Private,pool1q3snnww4ggayr8hd6gd83ypx982yhwlhywlcew7yxq46jzyst2g,Input Output Global (IOHK) - Private,0,0,500000000,1,0,1.024945986868424,0,0,0
eToro Pool 21,pool1wuxqvk0flqtdj58aaqn8m8w2qheawpvgrhmqnry7uk6pcrwnp4a,eToro Pool 21,0,0,340000000,1,0,0,0,0,0
pool1cpqzd83axxlqxkeyuauwsmyqwud4jekjjvfmr0mp0mrrsnz3dng,pool1cpqzd83axxlqxkeyuauwsmyqwud4jekjjvfmr0mp0mrrsnz3dng,,0,9098682245,340000000,0,0,0.22256363217959538,0,0.5924494635042448,0
Input Output Global (IOHK) - Private,pool172fsazvg6zrpkj7c8wklsp7lrn5yxjvhru4enddvvfnyx343dyc,Input Output Global (IOHK) - Private,0,0,500000000,1,0,0.9583925281338688,0,0,0
pool16vk9aj2ml9llc3upqg8jpgn6lzkqakty8nkgx3vy0ayf78zdsgj,pool16vk9aj2ml9llc3upqg8jpgn6lzkqakty8nkgx3vy0ayf78zdsgj,,0,0,340000000,0.01,0,0,0,0,0
pool1sgrrjyfj3ujzqrgtgrt5sd9nlvsztmxm32ax79tlu4ghy58ps7q,pool1sgrrjyfj3ujzqrgtgrt5sd9nlvsztmxm32ax79tlu4ghy58ps7q,,0,0,340000000,0,0,0,0,0,0
Input Output Global (IOHK) - Private,pool10pktmr26fpvrt77j7m5mchqlt0mjmmfvt7ruvdewkcpasp0nzkl,Input Output Global (IOHK) - Private,0,0,500000000,1,0,1.0119142857142858,0,0,0
pool1edm3pa2da0dz2sq9mgfqgf8nr2tjtnplhnvkdwuwd6j0ylmfxpp,pool1edm3pa2da0dz2sq9mgfqgf8nr2tjtnplhnvkdwuwd6j0ylmfxpp,,0,0,340000000,0.15,0,0,0,0,0
Input Output Global (IOHK) - Private,pool1y9xftc4cq0svcv0gjdtusnvllrg5v5rn0d24g8r4m7tnsem6ve8,Input Output Global (IOHK) - Private,0,0,500000000,1,0,1.03125,0,0,0
pool1gpz97nhqges80ggnefeshg3n4grprrltdvzqr8sz5fvxg3lekqh,pool1gpz97nhqges80ggnefeshg3n4grprrltdvzqr8sz5fvxg3lekqh,,0,0,340000000,0.001,0,0,0,0,0
pool18tdd78q5vgr9qy2lun7m8srmnuc3h2mg6vqe66gezjh4glujje3,pool18tdd78q5vgr9qy2lun7m8srmnuc3h2mg6vqe66gezjh4glujje3,,0,0,340000000,0,0,0,0,0,0
pool1tseacydhjcj6hext49ehs9zc9lea83azc8t7k9rqqqq0w5xhcky,pool1tseacydhjcj6hext49ehs9zc9lea83azc8t7k9rqqqq0w5xhcky,,0,15945518894,345000000,0.03,0,0,0,0,0
Tangible Onyx Tesla,pool18f4d5kj6n3ex7vl9udw3qczf3aye0qcuusgg0tkdja5sqm3604s,Tangible Onyx Tesla,0,0,340000000,0.05,0,0,0,0,0
Cabala Pool,pool18qph3xrjkds0hytfyrrm0nwxk29u70q3hz8d2qz5ru0uul04v4f,Cabala Pool,0,173336,340000000,0.015,0,0,0,0,0
pool1pntqwmkc3yhpgw8q5280chej2dfwevasc88ql08qfvg6cny8s6l,pool1pntqwmkc3yhpgw8q5280chej2dfwevasc88ql08qfvg6cny8s6l,,0,0,340000000,1,0,1.0201047737780329,0,0,0
Ada Pulse,pool1c2hg4uh9x9lfljxsf5ufppwg72p3y5gu95zskmpvdmyf70w6g6v,Ada Pulse,0,0,340000000,0.03,0,0,0,0,0
P2P & Copper,pool1w3q90q8cmfv5l0nxettd9pafpfhews2ta57e6xvr6s96swfkrvz,P2P & Copper,0,0,340000000,0.035,0,0,0,0,0
pool1tn49xn2jpq62uwff9lt8d25kfzhu3nzjkkytq8pc062n6c7h6tg,pool1tn49xn2jpq62uwff9lt8d25kfzhu3nzjkkytq8pc062n6c7h6tg,,0,0,340000000,0.05,0,0,0,0,0
pool1jexc6dwezcp7ph8mceyfrm50l6aqu5pu494lvfau309422t9c6z,pool1jexc6dwezcp7ph8mceyfrm50l6aqu5pu494lvfau309422t9c6z,,0,0,340000000,1,0,0,0,0,0
pool1mv7z7jzats0g3s36rd6sk08ew6wg4pf7ulu9uvd6grpdc0mh7e0,pool1mv7z7jzats0g3s36rd6sk08ew6wg4pf7ulu9uvd6grpdc0mh7e0,,0,0,340000000,0.05,0,0,0,0,0
Input Output Global (IOHK) - Private,pool1e827fy8efd7n9zacdknhtr2n5rqmry5up05mqgqsjkmmzjmzrf3,Input Output Global (IOHK) - Private,0,0,500000000,1,0,0.9723133333333333,0,0,0
pool1j2lzgkv7lpjd727tq5efty2aqemphw32vx02ldu3jnuxuyvwvyx,pool1j2lzgkv7lpjd727tq5efty2aqemphw32vx02ldu3jnuxuyvwvyx,,0,0,340000000,0.01,0,0,0,0,0
pool1yjeekxeu402msk7pnj9vkrtr9glf95jd2tzwwrld309m2flq7yu,pool1yjeekxeu402msk7pnj9vkrtr9glf95jd2tzwwrld309m2flq7yu,,0,0,360000000,0.05,0,0,0,0,0
pool1vdly044nj2r3vnghwq4s0z0uragd307wnsnsj4usdh3fu8jx6nt,pool1vdly044nj2r3vnghwq4s0z0uragd307wnsnsj4usdh3fu8jx6nt,,0,0,345000000,0.15,0,0,0,0,0
pool198wj6nckft025tvkthdpamw6xxwdftactw34fag60d2xxa2qz7y,pool198wj6nckft025tvkthdpamw6xxwdftactw34fag60d2xxa2qz7y,,0,0,340000000,0.02,0,0,0,0,0
pool17dkgt30q7q53eavtrygh4p549wml9eq2339pfkuec6yf7x7h5rz,pool17dkgt30q7q53eavtrygh4p549wml9eq2339pfkuec6yf7x7h5rz,,0,0,340000000,0.01,0,0,0,0,0
House of Coins,pool1adllnm43t3nuspvnr5r08jh6gpyvedu76hrhc6xymjzavd5d8f6,House of Coins,0,0,340000000,0.035,0,0,0,0,0
Input Output Global (IOHK) - Private,pool1x5ge78ks6jc0j8nsfwyqqhk2ukxlkvz7zxlm9utgk6405hh490n,Input Output Global (IOHK) - Private,0,0,500000000,1,0,1.1464489789139216,0,0,0
eToro Pool 16,pool1057u7q40d3azwak890qe9rt3yh554udtqjgj8nkuk0d5unenspe,eToro Pool 16,0,0,340000000,1,0,0,0,0,0
pool1vpav6vlznpwzrr82nvq7jenfxk4mwqk9jju9yx03dryqcg9sqnn,pool1vpav6vlznpwzrr82nvq7jenfxk4mwqk9jju9yx03dryqcg9sqnn,,0,0,340000000,0,0,0.9518215241398356,0,3.748807734806903,0
pool16qsddpnjv5msjp62lxam4erurckks98t2e6k7tuqw5e4u5xcmc5,pool16qsddpnjv5msjp62lxam4erurckks98t2e6k7tuqw5e4u5xcmc5,,0,0,340000000,0.01,0,0,0,0,0
pool1fn2e64q388nustgn7ca0tangxa29ta5z908cq2c5nztj6sntdsk,pool1fn2e64q388nustgn7ca0tangxa29ta5z908cq2c5nztj6sntdsk,,0,0,345000000,0.04,0,0,0,0,0
Input Output Global (IOHK) - Private,pool1v8lgn85mfvj0hhslfjz2u0nut43ahkhuzhfcm5aexjkewn8krle,Input Output Global (IOHK) - Private,0,0,500000000,1,0,0.9602890307029452,0,0,0
pool19cfmy93acrj292lwhak0laxrlt88ndausl3fhdgq8pckxnxc6le,pool19cfmy93acrj292lwhak0laxrlt88ndausl3fhdgq8pckxnxc6le,,0,0,340000000,0,0,0,0,0,0
pool1nad4u2vhlwpjd2f52dpgf5rh36ntvdsm38mxmztndtmcscpy82u,pool1nad4u2vhlwpjd2f52dpgf5rh36ntvdsm38mxmztndtmcscpy82u,,0,0,340000000,0.05,0,0,0,0,0
