pool_id,pool_identifier,epoch_no,epoch_stake_lovelace,pledged_lovelace,luck,delegators,block_minted,reward_member_pct
pool15m78a3nfcepn8ekyzx6sa8yexg7cqseer2ktu26f7l9jjq0e502,NOBI,612,2565681027690.0,337148853.0,1.5412,7.0,4.0,2.454
pool15m78a3nfcepn8ekyzx6sa8yexg7cqseer2ktu26f7l9jjq0e502,NOBI,610,2563465855747.0,1109538249.0,1.5582,7.0,4.0,2.51
pool15m78a3nfcepn8ekyzx6sa8yexg7cqseer2ktu26f7l9jjq0e502,NOBI,609,2564611316278.0,1109538249.0,0.3885,7.0,1.0,0.0
pool15m78a3nfcepn8ekyzx6sa8yexg7cqseer2ktu26f7l9jjq0e502,NOBI,608,2563663785366.0,795404145.0,1.1624,7.0,3.0,1.645
pool1vpa84enqxhh5hnyypeqfshsgqhnjfzyddgq7z4tfmavh68c9s9p,Chaos,615,2558729025257.0,38012665213.0,0.3894,44.0,1.0,0.0
pool1vpa84enqxhh5hnyypeqfshsgqhnjfzyddgq7z4tfmavh68c9s9p,Chaos,614,2558781888008.0,38012665213.0,0.0,44.0,0.0,0.0
pool1vpa84enqxhh5hnyypeqfshsgqhnjfzyddgq7z4tfmavh68c9s9p,Chaos,613,2558782310230.0,38012665213.0,0.0,44.0,0.0,0.0
pool1vpa84enqxhh5hnyypeqfshsgqhnjfzyddgq7z4tfmavh68c9s9p,Chaos,612,2558783153530.0,38012665213.0,0.0,44.0,0.0,0.0
pool1vpa84enqxhh5hnyypeqfshsgqhnjfzyddgq7z4tfmavh68c9s9p,Chaos,610,2558783153530.0,37696795874.0,0.0,44.0,0.0,0.0
pool1vpa84enqxhh5hnyypeqfshsgqhnjfzyddgq7z4tfmavh68c9s9p,Chaos,609,2558783153530.0,37326834229.0,0.0,44.0,0.0,0.0
pool1vpa84enqxhh5hnyypeqfshsgqhnjfzyddgq7z4tfmavh68c9s9p,Chaos,608,2558467284191.0,36964785414.0,0.3886,44.0,1.0,0.0
pool1r8938r4ts8f4t8nsp9xl9dktzapt7f67jgpsp4wrju39xrdnaye,Fresco Pool,615,2549626415645.0,79995691180.0,1.5606,141.0,4.0,0.0
pool1r8938r4ts8f4t8nsp9xl9dktzapt7f67jgpsp4wrju39xrdnaye,Fresco Pool,614,2555446026658.0,79995691180.0,0.39,141.0,1.0,0.0
pool1r8938r4ts8f4t8nsp9xl9dktzapt7f67jgpsp4wrju39xrdnaye,Fresco Pool,613,2554026529654.0,79631865892.0,1.934,141.0,5.0,3.448
pool1r8938r4ts8f4t8nsp9xl9dktzapt7f67jgpsp4wrju39xrdnaye,Fresco Pool,612,2554037044197.0,79314977671.0,0.0,141.0,0.0,0.0
pool1r8938r4ts8f4t8nsp9xl9dktzapt7f67jgpsp4wrju39xrdnaye,Fresco Pool,610,2553042253545.0,78635359959.0,0.3914,141.0,1.0,0.0
pool1r8938r4ts8f4t8nsp9xl9dktzapt7f67jgpsp4wrju39xrdnaye,Fresco Pool,609,2552095824421.0,78235225176.0,1.1718,141.0,3.0,1.727
pool1r8938r4ts8f4t8nsp9xl9dktzapt7f67jgpsp4wrju39xrdnaye,Fresco Pool,608,2551805994244.0,77921007412.0,0.3895,141.0,1.0,0.0
pool1twd9vvegn3fqq0f4n08p3aml2ud8q87njs49900rycj4sr5hhcy,ADA Ocean Australia,615,2546368425181.0,70836790015.0,0.0,205.0,0.0,0.0
pool1twd9vvegn3fqq0f4n08p3aml2ud8q87njs49900rycj4sr5hhcy,ADA Ocean Australia,614,2340918382367.0,70524906098.0,1.8028,202.0,4.0,2.815
pool1twd9vvegn3fqq0f4n08p3aml2ud8q87njs49900rycj4sr5hhcy,ADA Ocean Australia,613,2314848238775.0,70147100575.0,0.3552,204.0,1.0,0.0
pool1twd9vvegn3fqq0f4n08p3aml2ud8q87njs49900rycj4sr5hhcy,ADA Ocean Australia,612,2209826569826.0,69795027923.0,0.3568,204.0,1.0,0.0
pool1twd9vvegn3fqq0f4n08p3aml2ud8q87njs49900rycj4sr5hhcy,ADA Ocean Australia,610,2768266596908.0,69162891367.0,0.9071,201.0,2.0,0.762
pool1twd9vvegn3fqq0f4n08p3aml2ud8q87njs49900rycj4sr5hhcy,ADA Ocean Australia,609,2225667457620.0,68847110379.0,0.4633,197.0,1.0,0.0
pool1twd9vvegn3fqq0f4n08p3aml2ud8q87njs49900rycj4sr5hhcy,ADA Ocean Australia,608,2201785656761.0,68532904725.0,0.4655,195.0,1.0,0.0
pool15wj590e6gsmpmttrxjd0emck09a0h9tazd2ww77q6duyvg8lyum,Husky pool,615,2553001374842.0,37322277692.0,0.0,697.0,0.0,0.0
pool15wj590e6gsmpmttrxjd0emck09a0h9tazd2ww77q6duyvg8lyum,Husky pool,614,2553157683645.0,37322277692.0,0.0,698.0,0.0,0.0
pool15wj590e6gsmpmttrxjd0emck09a0h9tazd2ww77q6duyvg8lyum,Husky pool,613,2613470143263.0,37322277692.0,0.0,698.0,0.0,0.0
pool15wj590e6gsmpmttrxjd0emck09a0h9tazd2ww77q6duyvg8lyum,Husky pool,612,2613586545206.0,37322277692.0,0.0,699.0,0.0,0.0
pool15wj590e6gsmpmttrxjd0emck09a0h9tazd2ww77q6duyvg8lyum,Husky pool,610,2622703840970.0,37322277692.0,0.0,702.0,0.0,0.0
pool15wj590e6gsmpmttrxjd0emck09a0h9tazd2ww77q6duyvg8lyum,Husky pool,609,2666791926319.0,37322277692.0,0.0,702.0,0.0,0.0
pool15wj590e6gsmpmttrxjd0emck09a0h9tazd2ww77q6duyvg8lyum,Husky pool,608,2671335438263.0,37322277692.0,0.0,703.0,0.0,0.0
pool10q2fhzwe4f5k2llny65z5z2fuhrpk3x56fdc0782djdq58p9uee,KURIS JAPAN,615,2541923616982.0,26402631441.0,1.2939,35.0,3.0,0.0
pool10q2fhzwe4f5k2llny65z5z2fuhrpk3x56fdc0782djdq58p9uee,KURIS JAPAN,614,2310611523231.0,26055999882.0,0.4313,35.0,1.0,0.0
pool10q2fhzwe4f5k2llny65z5z2fuhrpk3x56fdc0782djdq58p9uee,KURIS JAPAN,613,2310300438321.0,26055999882.0,0.4276,35.0,1.0,0.0
pool10q2fhzwe4f5k2llny65z5z2fuhrpk3x56fdc0782djdq58p9uee,KURIS JAPAN,612,2309365000655.0,25705943218.0,1.2838,35.0,3.0,1.883
pool10q2fhzwe4f5k2llny65z5z2fuhrpk3x56fdc0782djdq58p9uee,KURIS JAPAN,610,2308097784432.0,25009825448.0,1.7324,35.0,4.0,2.935
pool10q2fhzwe4f5k2llny65z5z2fuhrpk3x56fdc0782djdq58p9uee,KURIS JAPAN,609,2306517039587.0,24663521027.0,2.1238,35.0,5.0,3.93
pool10q2fhzwe4f5k2llny65z5z2fuhrpk3x56fdc0782djdq58p9uee,KURIS JAPAN,608,2305885352091.0,24663521027.0,0.8471,35.0,2.0,0.924
pool1py2uxkvuj926h42s40wxl26dh0ggaq882v4m0hkd99m86vzmwnz,EARTH,615,2506270647811.0,103017969609.0,0.7924,33.0,2.0,0.0
pool1py2uxkvuj926h42s40wxl26dh0ggaq882v4m0hkd99m86vzmwnz,EARTH,614,2515176346620.0,102625413920.0,1.1813,33.0,3.0,1.655
pool1py2uxkvuj926h42s40wxl26dh0ggaq882v4m0hkd99m86vzmwnz,EARTH,613,2515176346620.0,102176237341.0,0.0,33.0,0.0,0.0
pool1py2uxkvuj926h42s40wxl26dh0ggaq882v4m0hkd99m86vzmwnz,EARTH,612,2529293433279.0,101859314324.0,1.1701,33.0,3.0,1.635
pool1py2uxkvuj926h42s40wxl26dh0ggaq882v4m0hkd99m86vzmwnz,EARTH,610,2532357759652.0,101072023571.0,0.3939,33.0,1.0,0.0
pool1py2uxkvuj926h42s40wxl26dh0ggaq882v4m0hkd99m86vzmwnz,EARTH,609,2536761559601.0,100650690195.0,0.788,33.0,2.0,0.8
pool1py2uxkvuj926h42s40wxl26dh0ggaq882v4m0hkd99m86vzmwnz,EARTH,608,2535498552502.0,102231032449.0,1.5677,33.0,4.0,2.529
pool1arsqn9w87wpqlm0sre66gs79dcs0jmwulytgke3vut7u62lttu7,Latino_Staking_Pool,615,2502357580770.0,52409591391.0,1.597,345.0,4.0,0.0
pool1arsqn9w87wpqlm0sre66gs79dcs0jmwulytgke3vut7u62lttu7,Latino_Staking_Pool,614,2497809906522.0,52198447376.0,1.9957,345.0,5.0,4.009
pool1arsqn9w87wpqlm0sre66gs79dcs0jmwulytgke3vut7u62lttu7,Latino_Staking_Pool,613,2495836708987.0,51973749331.0,0.7917,345.0,2.0,1.3
pool1arsqn9w87wpqlm0sre66gs79dcs0jmwulytgke3vut7u62lttu7,Latino_Staking_Pool,612,2495296362743.0,51773484137.0,1.5685,345.0,4.0,3.098
pool1arsqn9w87wpqlm0sre66gs79dcs0jmwulytgke3vut7u62lttu7,Latino_Staking_Pool,610,2518765483657.0,53361379014.0,1.1876,345.0,3.0,2.223
pool1arsqn9w87wpqlm0sre66gs79dcs0jmwulytgke3vut7u62lttu7,Latino_Staking_Pool,609,2514897670522.0,53249969991.0,0.7825,345.0,2.0,1.319
pool1arsqn9w87wpqlm0sre66gs79dcs0jmwulytgke3vut7u62lttu7,Latino_Staking_Pool,608,2522666847264.0,53249969991.0,0.7802,345.0,2.0,1.313
pool1ck8rqpxp7j8kyzutk856fnvgm8xsqmuh922wkeeg32ekjjrvtc0,Infinia Stake Pool Fukuoka,615,2492667349028.0,1515389949.0,0.3999,29.0,1.0,0.0
pool1ck8rqpxp7j8kyzutk856fnvgm8xsqmuh922wkeeg32ekjjrvtc0,Infinia Stake Pool Fukuoka,614,2492354196336.0,1203577305.0,0.3998,29.0,1.0,0.0
pool1ck8rqpxp7j8kyzutk856fnvgm8xsqmuh922wkeeg32ekjjrvtc0,Infinia Stake Pool Fukuoka,613,2491732026367.0,863508414.0,0.793,29.0,2.0,0.827
pool1ck8rqpxp7j8kyzutk856fnvgm8xsqmuh922wkeeg32ekjjrvtc0,Infinia Stake Pool Fukuoka,612,2491420597756.0,523084746.0,0.3887,28.0,1.0,0.0
pool1ck8rqpxp7j8kyzutk856fnvgm8xsqmuh922wkeeg32ekjjrvtc0,Infinia Stake Pool Fukuoka,610,2540915142184.0,1864041902.0,1.1155,28.0,3.0,1.755
pool1ck8rqpxp7j8kyzutk856fnvgm8xsqmuh922wkeeg32ekjjrvtc0,Infinia Stake Pool Fukuoka,609,2658304632268.0,1523850981.0,0.742,28.0,2.0,0.803
pool1ck8rqpxp7j8kyzutk856fnvgm8xsqmuh922wkeeg32ekjjrvtc0,Infinia Stake Pool Fukuoka,608,2685673311546.0,1183679012.0,0.7402,28.0,2.0,0.793
pool1kvd03hq8kp0hnxq9lq598a5amrvauj9m386rwx7ydawvjdskwnh,STAKE for CAKE,615,2476810649156.0,106642686136.0,1.2181,289.0,3.0,0.0
pool1kvd03hq8kp0hnxq9lq598a5amrvauj9m386rwx7ydawvjdskwnh,STAKE for CAKE,614,2500540464521.0,106426306912.0,0.8057,290.0,2.0,1.33
pool1kvd03hq8kp0hnxq9lq598a5amrvauj9m386rwx7ydawvjdskwnh,STAKE for CAKE,613,2454076355303.0,106250553207.0,0.4017,290.0,1.0,0.419
pool1kvd03hq8kp0hnxq9lq598a5amrvauj9m386rwx7ydawvjdskwnh,STAKE for CAKE,612,2472261844911.0,106060944970.0,1.6037,290.0,4.0,3.178
pool1kvd03hq8kp0hnxq9lq598a5amrvauj9m386rwx7ydawvjdskwnh,STAKE for CAKE,610,2463482040659.0,105665282523.0,0.7995,291.0,2.0,1.376
pool1kvd03hq8kp0hnxq9lq598a5amrvauj9m386rwx7ydawvjdskwnh,STAKE for CAKE,609,2463788836206.0,105488525115.0,0.7873,291.0,2.0,1.372
pool1kvd03hq8kp0hnxq9lq598a5amrvauj9m386rwx7ydawvjdskwnh,STAKE for CAKE,608,2498306468769.0,120488693960.0,1.1573,291.0,3.0,2.277
pool1hfn7yuwfyhmmqe4qpaxfewuly7cnemc6kqkv5npytj9vcrskh6j,MaximumMint,615,2474329385670.0,50097556686.0,1.6116,182.0,4.0,0.0
pool1hfn7yuwfyhmmqe4qpaxfewuly7cnemc6kqkv5npytj9vcrskh6j,MaximumMint,614,2473703304839.0,50097556686.0,0.8057,182.0,2.0,0.825
pool1hfn7yuwfyhmmqe4qpaxfewuly7cnemc6kqkv5npytj9vcrskh6j,MaximumMint,613,2473191066557.0,50097556686.0,1.5886,182.0,4.0,2.605
pool1hfn7yuwfyhmmqe4qpaxfewuly7cnemc6kqkv5npytj9vcrskh6j,MaximumMint,612,2472255450401.0,50097556686.0,1.1917,182.0,3.0,1.716
pool1hfn7yuwfyhmmqe4qpaxfewuly7cnemc6kqkv5npytj9vcrskh6j,MaximumMint,610,2486487588218.0,50097556686.0,0.803,182.0,2.0,0.841
pool1hfn7yuwfyhmmqe4qpaxfewuly7cnemc6kqkv5npytj9vcrskh6j,MaximumMint,609,2488035911920.0,50097556686.0,2.0022,182.0,5.0,3.553
pool1hfn7yuwfyhmmqe4qpaxfewuly7cnemc6kqkv5npytj9vcrskh6j,MaximumMint,608,2487176964453.0,50097556686.0,0.3995,182.0,1.0,0.0
pool1c2utlagkpht4zj0jetsf245c258geuxnjqp9kf4f2z9rutx9dz4,EN/FR community from Québec⚜️ Canada🍁 HOSKY ISPO,615,2465805137234.0,138531100674.0,1.6108,312.0,4.0,0.0
pool1c2utlagkpht4zj0jetsf245c258geuxnjqp9kf4f2z9rutx9dz4,EN/FR community from Québec⚜️ Canada🍁 HOSKY ISPO,614,2474759393086.0,138250780635.0,0.4027,311.0,1.0,0.401
pool1c2utlagkpht4zj0jetsf245c258geuxnjqp9kf4f2z9rutx9dz4,EN/FR community from Québec⚜️ Canada🍁 HOSKY ISPO,613,2474381945895.0,138001379398.0,0.3995,311.0,1.0,0.396
pool1c2utlagkpht4zj0jetsf245c258geuxnjqp9kf4f2z9rutx9dz4,EN/FR community from Québec⚜️ Canada🍁 HOSKY ISPO,612,2473015741954.0,137784415242.0,1.6035,311.0,4.0,3.023
pool1c2utlagkpht4zj0jetsf245c258geuxnjqp9kf4f2z9rutx9dz4,EN/FR community from Québec⚜️ Canada🍁 HOSKY ISPO,610,2463798634152.0,137286338821.0,0.8114,311.0,2.0,1.306
pool1c2utlagkpht4zj0jetsf245c258geuxnjqp9kf4f2z9rutx9dz4,EN/FR community from Québec⚜️ Canada🍁 HOSKY ISPO,609,2463511006812.0,137037412473.0,0.4047,311.0,1.0,0.412
pool1c2utlagkpht4zj0jetsf245c258geuxnjqp9kf4f2z9rutx9dz4,EN/FR community from Québec⚜️ Canada🍁 HOSKY ISPO,608,2461536113606.0,136789027984.0,2.0103,312.0,5.0,3.974
pool1qsxhnvr03tg6jj7cl0y74jd63n85fgejm8tlqq7ct7fexfygkye,Bardels Pool,615,2399780588396.0,57615827747.0,0.0,7.0,0.0,0.0
pool1qsxhnvr03tg6jj7cl0y74jd63n85fgejm8tlqq7ct7fexfygkye,Bardels Pool,614,360806476589.0,57615827747.0,0.0,7.0,0.0,0.0
pool1qsxhnvr03tg6jj7cl0y74jd63n85fgejm8tlqq7ct7fexfygkye,Bardels Pool,613,360806476589.0,57615827747.0,0.0,8.0,0.0,0.0
pool1qsxhnvr03tg6jj7cl0y74jd63n85fgejm8tlqq7ct7fexfygkye,Bardels Pool,612,360806476589.0,57615827747.0,0.0,8.0,0.0,0.0
pool1qsxhnvr03tg6jj7cl0y74jd63n85fgejm8tlqq7ct7fexfygkye,Bardels Pool,610,369269372686.0,57615827747.0,0.0,8.0,0.0,0.0
pool1qsxhnvr03tg6jj7cl0y74jd63n85fgejm8tlqq7ct7fexfygkye,Bardels Pool,609,369269372686.0,57615827747.0,0.0,8.0,0.0,0.0
pool1qsxhnvr03tg6jj7cl0y74jd63n85fgejm8tlqq7ct7fexfygkye,Bardels Pool,608,369487627793.0,57343770264.0,0.0,8.0,0.0,0.0
pool18vj02k4taarxxsdr36jxftcc5x270vsysp078j0n3v0njh0dt9x,shiodome47,615,2437151138572.0,2895987214.0,0.409,9.0,1.0,0.0
pool18vj02k4taarxxsdr36jxftcc5x270vsysp078j0n3v0njh0dt9x,shiodome47,614,2437151138572.0,2724931941.0,0.0,9.0,0.0,0.0
pool18vj02k4taarxxsdr36jxftcc5x270vsysp078j0n3v0njh0dt9x,shiodome47,613,2436529387626.0,2554688389.0,0.8113,9.0,2.0,1.356
pool18vj02k4taarxxsdr36jxftcc5x270vsysp078j0n3v0njh0dt9x,shiodome47,612,2435282130576.0,2384036395.0,1.6233,9.0,4.0,3.231
pool18vj02k4taarxxsdr36jxftcc5x270vsysp078j0n3v0njh0dt9x,shiodome47,610,2433699914435.0,2030586811.0,1.2326,9.0,3.0,2.343
pool18vj02k4taarxxsdr36jxftcc5x270vsysp078j0n3v0njh0dt9x,shiodome47,609,2432129335547.0,11669902871.0,2.0498,9.0,5.0,4.237
pool18vj02k4taarxxsdr36jxftcc5x270vsysp078j0n3v0njh0dt9x,shiodome47,608,2430550108126.0,11499234844.0,2.045,9.0,5.0,4.235
pool1aq2kqdp9xf9w47vttvmqnahwd4scz2qyddsr9l4mfru4qddg3kr,NMKR,615,2442812590357.0,740840973071.0,1.6219,516.0,4.0,0.0
pool1aq2kqdp9xf9w47vttvmqnahwd4scz2qyddsr9l4mfru4qddg3kr,NMKR,614,2455671034686.0,740840973071.0,1.6221,516.0,4.0,0.027
pool1aq2kqdp9xf9w47vttvmqnahwd4scz2qyddsr9l4mfru4qddg3kr,NMKR,613,2457490397959.0,740841151332.0,0.433,516.0,1.0,0.0
pool1aq2kqdp9xf9w47vttvmqnahwd4scz2qyddsr9l4mfru4qddg3kr,NMKR,612,2456006958707.0,740841151332.0,1.299,517.0,3.0,0.017
pool1aq2kqdp9xf9w47vttvmqnahwd4scz2qyddsr9l4mfru4qddg3kr,NMKR,610,2281044260648.0,740841151332.0,0.852,517.0,2.0,0.01
pool1aq2kqdp9xf9w47vttvmqnahwd4scz2qyddsr9l4mfru4qddg3kr,NMKR,609,2279688481910.0,740839974702.0,0.8464,519.0,2.0,0.01
pool1aq2kqdp9xf9w47vttvmqnahwd4scz2qyddsr9l4mfru4qddg3kr,NMKR,608,2344381561134.0,740846114287.0,2.7325,519.0,6.0,0.047
pool1jsxk3ymqv2gdc6mhqk52544g2aun4zhq5wgx6n32l5s3jlne70n,AKYO🥁,615,2427421500020.0,42247098685.0,1.232,40.0,3.0,0.0
pool1jsxk3ymqv2gdc6mhqk52544g2aun4zhq5wgx6n32l5s3jlne70n,AKYO🥁,614,2427096906794.0,56380782594.0,0.4056,42.0,1.0,0.417
pool1jsxk3ymqv2gdc6mhqk52544g2aun4zhq5wgx6n32l5s3jlne70n,AKYO🥁,613,2426483164188.0,56186679319.0,0.8046,41.0,2.0,1.318
pool1jsxk3ymqv2gdc6mhqk52544g2aun4zhq5wgx6n32l5s3jlne70n,AKYO🥁,612,2455517830140.0,56186679319.0,0.8047,41.0,2.0,1.306
pool1jsxk3ymqv2gdc6mhqk52544g2aun4zhq5wgx6n32l5s3jlne70n,AKYO🥁,610,2454695800089.0,55765911525.0,0.0,42.0,0.0,0.0
pool1jsxk3ymqv2gdc6mhqk52544g2aun4zhq5wgx6n32l5s3jlne70n,AKYO🥁,609,2449096270055.0,55588350832.0,1.6274,42.0,4.0,3.167
pool1jsxk3ymqv2gdc6mhqk52544g2aun4zhq5wgx6n32l5s3jlne70n,AKYO🥁,608,2448474667456.0,55410882124.0,0.8115,42.0,2.0,1.336
pool1e4tjrl3ve7dcqwa70pexds6f8llk0txx09gm3r4m472ej4p6473,1 Percent Pool #8 (v2),615,2423219399227.0,65339462460.0,1.6459,169.0,4.0,0.0
pool1e4tjrl3ve7dcqwa70pexds6f8llk0txx09gm3r4m472ej4p6473,1 Percent Pool #8 (v2),614,2422592974703.0,65027590405.0,0.8242,168.0,2.0,0.855
pool1e4tjrl3ve7dcqwa70pexds6f8llk0txx09gm3r4m472ej4p6473,1 Percent Pool #8 (v2),613,2421659542087.0,64676969688.0,1.2262,168.0,3.0,1.772
pool1e4tjrl3ve7dcqwa70pexds6f8llk0txx09gm3r4m472ej4p6473,1 Percent Pool #8 (v2),612,2416866519263.0,64676969688.0,0.4088,168.0,1.0,0.0
pool1e4tjrl3ve7dcqwa70pexds6f8llk0txx09gm3r4m472ej4p6473,1 Percent Pool #8 (v2),610,2416055343573.0,63930283541.0,0.0,168.0,0.0,0.0
pool1e4tjrl3ve7dcqwa70pexds6f8llk0txx09gm3r4m472ej4p6473,1 Percent Pool #8 (v2),609,2414103774192.0,63579844229.0,2.4768,168.0,6.0,4.665
pool1e4tjrl3ve7dcqwa70pexds6f8llk0txx09gm3r4m472ej4p6473,1 Percent Pool #8 (v2),608,2413471966150.0,63185953265.0,0.8239,168.0,2.0,0.874
pool1h4gwh638485yd0xcw0pkrm935nvm4aecqsxjx2yzzz0u6dfj73q,SEBA Pool,615,2043962313568.0,46862410.0,0.0,56.0,0.0,0.0
pool1h4gwh638485yd0xcw0pkrm935nvm4aecqsxjx2yzzz0u6dfj73q,SEBA Pool,614,2044120692698.0,46862410.0,0.4879,56.0,1.0,0.0
pool1h4gwh638485yd0xcw0pkrm935nvm4aecqsxjx2yzzz0u6dfj73q,SEBA Pool,613,2043142442882.0,46862410.0,0.0,56.0,0.0,0.0
pool1h4gwh638485yd0xcw0pkrm935nvm4aecqsxjx2yzzz0u6dfj73q,SEBA Pool,612,2041482775913.0,46862410.0,2.4187,56.0,5.0,3.272
pool1h4gwh638485yd0xcw0pkrm935nvm4aecqsxjx2yzzz0u6dfj73q,SEBA Pool,610,2041778098715.0,46862410.0,0.0,56.0,0.0,0.0
pool1h4gwh638485yd0xcw0pkrm935nvm4aecqsxjx2yzzz0u6dfj73q,SEBA Pool,609,2047331607281.0,46862410.0,0.9738,56.0,2.0,0.782
pool1h4gwh638485yd0xcw0pkrm935nvm4aecqsxjx2yzzz0u6dfj73q,SEBA Pool,608,2046929133157.0,46862410.0,1.4567,57.0,3.0,1.626
pool189lfh7azuvxu0hyskwahnp35rtez0mzhsmule3742p3jkza00cq,SEBI,615,2409130223916.0,1012470893.0,1.5787,131.0,4.0,0.0
pool189lfh7azuvxu0hyskwahnp35rtez0mzhsmule3742p3jkza00cq,SEBI,614,2357285666898.0,1012470893.0,0.785,130.0,2.0,1.414
pool189lfh7azuvxu0hyskwahnp35rtez0mzhsmule3742p3jkza00cq,SEBI,613,2524684814930.0,1012470893.0,0.7782,130.0,2.0,1.308
pool189lfh7azuvxu0hyskwahnp35rtez0mzhsmule3742p3jkza00cq,SEBI,612,2537700902570.0,1012470893.0,1.9568,128.0,5.0,3.999
pool189lfh7azuvxu0hyskwahnp35rtez0mzhsmule3742p3jkza00cq,SEBI,610,2523772407449.0,1012470893.0,1.1771,129.0,3.0,2.259
pool189lfh7azuvxu0hyskwahnp35rtez0mzhsmule3742p3jkza00cq,SEBI,609,2415279768726.0,1012470893.0,0.0,126.0,0.0,0.0
pool189lfh7azuvxu0hyskwahnp35rtez0mzhsmule3742p3jkza00cq,SEBI,608,2545101424756.0,1012470893.0,0.9474,125.0,2.0,1.324
pool1cew2q6pge250exctkq26lyl0w95923xxa54thd79nv8xy9j3xe6,Arrakis,615,2440295219051.0,2174207902787.0,1.622,64.0,4.0,0.0
pool1cew2q6pge250exctkq26lyl0w95923xxa54thd79nv8xy9j3xe6,Arrakis,614,2448210895051.0,2173911856710.0,0.8107,64.0,2.0,1.373
pool1cew2q6pge250exctkq26lyl0w95923xxa54thd79nv8xy9j3xe6,Arrakis,613,2457373688368.0,2179148397918.0,0.8022,64.0,2.0,1.338
pool1cew2q6pge250exctkq26lyl0w95923xxa54thd79nv8xy9j3xe6,Arrakis,612,2457061816311.0,2203977419570.0,0.3971,64.0,1.0,0.457
pool1cew2q6pge250exctkq26lyl0w95923xxa54thd79nv8xy9j3xe6,Arrakis,610,2487075889290.0,2211954545684.0,0.0,64.0,0.0,0.0
pool1cew2q6pge250exctkq26lyl0w95923xxa54thd79nv8xy9j3xe6,Arrakis,609,2489068890266.0,2212445640674.0,1.1972,66.0,3.0,2.283
pool1cew2q6pge250exctkq26lyl0w95923xxa54thd79nv8xy9j3xe6,Arrakis,608,2494804210303.0,2212138035827.0,1.5887,66.0,4.0,3.132
pool1dxkf7k3qwnpgpxqfye8y9jvk7lver3fk8dq7c4dpzezyyx8cf5c,SPACE 0% fee,615,2427697457631.0,1009911799168.0,2.0166,179.0,5.0,0.0
pool1dxkf7k3qwnpgpxqfye8y9jvk7lver3fk8dq7c4dpzezyyx8cf5c,SPACE 0% fee,614,2428277546033.0,1009688177216.0,1.5966,179.0,4.0,3.319
pool1dxkf7k3qwnpgpxqfye8y9jvk7lver3fk8dq7c4dpzezyyx8cf5c,SPACE 0% fee,613,2470607882355.0,1009688177216.0,1.1873,178.0,3.0,2.272
pool1dxkf7k3qwnpgpxqfye8y9jvk7lver3fk8dq7c4dpzezyyx8cf5c,SPACE 0% fee,612,2495286306009.0,1009213212814.0,0.3701,178.0,1.0,0.434
pool1dxkf7k3qwnpgpxqfye8y9jvk7lver3fk8dq7c4dpzezyyx8cf5c,SPACE 0% fee,610,2669039499858.0,1008986253695.0,1.1603,176.0,3.0,2.092
pool1dxkf7k3qwnpgpxqfye8y9jvk7lver3fk8dq7c4dpzezyyx8cf5c,SPACE 0% fee,609,2582175908013.0,1008326276316.0,0.385,177.0,1.0,0.412
pool1dxkf7k3qwnpgpxqfye8y9jvk7lver3fk8dq7c4dpzezyyx8cf5c,SPACE 0% fee,608,2582023211596.0,1007669167080.0,0.0,176.0,0.0,0.0
pool1hw3cgyx7tvxh2fpd46k9sqgruu5pfnzt4nxuyv2w7nlmusutda2,THREE Pool,615,2380424879131.0,33663603868.0,0.401,82.0,1.0,0.0
pool1hw3cgyx7tvxh2fpd46k9sqgruu5pfnzt4nxuyv2w7nlmusutda2,THREE Pool,614,2484041251901.0,33663603868.0,0.8013,82.0,2.0,0.834
pool1hw3cgyx7tvxh2fpd46k9sqgruu5pfnzt4nxuyv2w7nlmusutda2,THREE Pool,613,2485129360106.0,33663603868.0,0.7942,82.0,2.0,0.822
pool1hw3cgyx7tvxh2fpd46k9sqgruu5pfnzt4nxuyv2w7nlmusutda2,THREE Pool,612,2485956997364.0,33663603868.0,2.7712,82.0,7.0,5.255
pool1hw3cgyx7tvxh2fpd46k9sqgruu5pfnzt4nxuyv2w7nlmusutda2,THREE Pool,610,2494826412148.0,33663603868.0,0.0,82.0,0.0,0.0
pool1hw3cgyx7tvxh2fpd46k9sqgruu5pfnzt4nxuyv2w7nlmusutda2,THREE Pool,609,2801342027960.0,33663603868.0,1.052,82.0,3.0,1.552
pool1hw3cgyx7tvxh2fpd46k9sqgruu5pfnzt4nxuyv2w7nlmusutda2,THREE Pool,608,2840717688141.0,33663603868.0,1.0455,82.0,3.0,1.528
pool1efxh54fk0dj5uu2e4eu08klxl5ys3saphv3kec33kw3xv8738sc,🔱Kronos Stake Pool by Kaizen Crypto,615,2348598808190.0,5046688969.0,1.2739,310.0,3.0,0.0
pool1efxh54fk0dj5uu2e4eu08klxl5ys3saphv3kec33kw3xv8738sc,🔱Kronos Stake Pool by Kaizen Crypto,614,2348226204514.0,5046688969.0,1.2738,310.0,3.0,1.818
pool1efxh54fk0dj5uu2e4eu08klxl5ys3saphv3kec33kw3xv8738sc,🔱Kronos Stake Pool by Kaizen Crypto,613,2346670750509.0,5046688969.0,2.1056,310.0,5.0,3.689
pool1efxh54fk0dj5uu2e4eu08klxl5ys3saphv3kec33kw3xv8738sc,🔱Kronos Stake Pool by Kaizen Crypto,612,2345771835647.0,5046688969.0,2.1058,310.0,5.0,3.701
