pool_id,pool_identifier,epoch_no,delegators_t,delegators_lag1,delta_delegators,delta_log_delegators,lag1_luck,lag1_log_pledge,lag1_log_stake,lag1_margin_proxy,lag1_block_minted,lag1_log_delegators,has_lag2,lag2_luck,lag2_log_stake,lag2_log_delegators
pool153sc4fct34a680nyfj4084w8dpax6c0zt0js8zqvg3sj7wtk486,SASA Stake Pool2,613,61.0,61.0,0.0,0.0,0.561,7.042874418469243,17.001858317670823,1.179,14.0,4.127134385045092,0,,,
pool153sc4fct34a680nyfj4084w8dpax6c0zt0js8zqvg3sj7wtk486,SASA Stake Pool2,614,61.0,61.0,0.0,0.0,0.7216,7.456916207119637,17.00191828775787,1.536,18.0,4.127134385045092,1,0.561,17.001858317670823,4.127134385045092
pool153sc4fct34a680nyfj4084w8dpax6c0zt0js8zqvg3sj7wtk486,SASA Stake Pool2,615,61.0,61.0,0.0,0.0,0.9466,7.740052102761236,16.999594755322036,2.009,23.0,4.127134385045092,1,0.7216,17.00191828775787,4.127134385045092
pool1hsq2jrulgj97tna2femdhsfn2wurkkwt8uk9uvs42h9zs0a783p,JAZZ3,609,98.0,98.0,0.0,0.0,0.9628,11.186561216757736,16.982726696297835,2.024,23.0,4.59511985013459,0,,,
pool1hsq2jrulgj97tna2femdhsfn2wurkkwt8uk9uvs42h9zs0a783p,JAZZ3,610,98.0,98.0,0.0,0.0,0.6715,11.197407938742531,16.98294847112165,1.379,16.0,4.59511985013459,1,0.9628,16.982726696297835,4.59511985013459
pool1hsq2jrulgj97tna2femdhsfn2wurkkwt8uk9uvs42h9zs0a783p,JAZZ3,613,98.0,98.0,0.0,0.0,0.9565,11.224707770111706,16.983737755484448,1.995,23.0,4.59511985013459,0,,,
pool1hsq2jrulgj97tna2femdhsfn2wurkkwt8uk9uvs42h9zs0a783p,JAZZ3,614,98.0,98.0,0.0,0.0,1.1639,11.234328550511217,16.98401407148022,2.444,28.0,4.59511985013459,1,0.9565,16.983737755484448,4.59511985013459
pool1hsq2jrulgj97tna2femdhsfn2wurkkwt8uk9uvs42h9zs0a783p,JAZZ3,615,98.0,98.0,0.0,0.0,1.0058,11.243846654078686,16.984404369733603,2.094,24.0,4.59511985013459,1,1.1639,16.98401407148022,4.59511985013459
pool16r6g7plyuh4cqs9f3qy97l4rh5edwx3w9xvd205mhj2e58cpp28,Liqwid,609,12.0,12.0,0.0,0.0,1.087,17.091670153268,17.08322601343267,0.0,29.0,2.5649493574615367,0,,,
pool16r6g7plyuh4cqs9f3qy97l4rh5edwx3w9xvd205mhj2e58cpp28,Liqwid,610,12.0,12.0,0.0,0.0,1.1339,17.086177006862865,17.073587369496497,0.0,30.0,2.5649493574615367,1,1.087,17.08322601343267,2.5649493574615367
pool16r6g7plyuh4cqs9f3qy97l4rh5edwx3w9xvd205mhj2e58cpp28,Liqwid,613,12.0,12.0,0.0,0.0,1.2689,17.06058725403747,16.983828877990025,0.0,33.0,2.5649493574615367,0,,,
pool16r6g7plyuh4cqs9f3qy97l4rh5edwx3w9xvd205mhj2e58cpp28,Liqwid,614,12.0,12.0,0.0,0.0,1.0724,17.028030861322932,16.98299435826966,0.0,27.0,2.5649493574615367,1,1.2689,16.983828877990025,2.5649493574615367
pool16r6g7plyuh4cqs9f3qy97l4rh5edwx3w9xvd205mhj2e58cpp28,Liqwid,615,12.0,12.0,0.0,0.0,1.0895,16.982861776721883,16.981426764505407,0.0,26.0,2.5649493574615367,1,1.0724,16.98299435826966,2.5649493574615367
pool1smy2r8jdvgna5ykhe8rrch7h4qalyfafyzyh0rmanmq0jxptww7,ZZZ3,609,179.0,179.0,0.0,0.0,1.0932,10.916091522528829,16.98258131220597,2.302,26.0,5.19295685089021,0,,,
pool1smy2r8jdvgna5ykhe8rrch7h4qalyfafyzyh0rmanmq0jxptww7,ZZZ3,610,180.0,179.0,1.0,0.005540180375615655,1.0119,10.925177698795544,16.98277487280816,2.119,24.0,5.19295685089021,1,1.0932,16.98258131220597,5.19295685089021
pool1smy2r8jdvgna5ykhe8rrch7h4qalyfafyzyh0rmanmq0jxptww7,ZZZ3,613,180.0,180.0,0.0,0.0,1.2477,10.963795977799743,16.982944888065223,2.635,30.0,5.198497031265826,0,,,
pool1smy2r8jdvgna5ykhe8rrch7h4qalyfafyzyh0rmanmq0jxptww7,ZZZ3,614,180.0,180.0,0.0,0.0,0.9564,10.976180607664809,16.992429936762328,1.972,23.0,5.198497031265826,1,1.2477,16.982944888065223,5.198497031265826
pool1smy2r8jdvgna5ykhe8rrch7h4qalyfafyzyh0rmanmq0jxptww7,ZZZ3,615,180.0,180.0,0.0,0.0,0.8389,10.840905720210996,16.99211064758453,1.715,20.0,5.198497031265826,1,0.9564,16.992429936762328,5.198497031265826
pool1gecx8vya3f8lyre2gn9w53547p0rhkmq0x78zrw956lkcvn8uyp,Liqwid,609,3.0,3.0,0.0,0.0,1.0817,17.096881888397196,17.08666586709558,0.0,29.0,1.3862943611198906,0,,,
pool1gecx8vya3f8lyre2gn9w53547p0rhkmq0x78zrw956lkcvn8uyp,Liqwid,610,3.0,3.0,0.0,0.0,0.8683,17.08758048620756,17.073190635113964,0.0,23.0,1.3862943611198906,1,1.0817,17.08666586709558,1.3862943611198906
pool1gecx8vya3f8lyre2gn9w53547p0rhkmq0x78zrw956lkcvn8uyp,Liqwid,613,3.0,3.0,0.0,0.0,0.9407,17.041633002030057,16.98194010005813,0.0,24.0,1.3862943611198906,0,,,
pool1gecx8vya3f8lyre2gn9w53547p0rhkmq0x78zrw956lkcvn8uyp,Liqwid,614,3.0,3.0,0.0,0.0,1.0232,16.99828395521364,16.982075004446333,0.0,25.0,1.3862943611198906,1,0.9407,16.98194010005813,1.3862943611198906
pool1gecx8vya3f8lyre2gn9w53547p0rhkmq0x78zrw956lkcvn8uyp,Liqwid,615,3.0,3.0,0.0,0.0,0.7977,16.981273247942607,16.98086130425434,0.0,19.0,1.3862943611198906,1,1.0232,16.982075004446333,1.3862943611198906
pool1qqvukkkfr3ux4qylfkrky23f6trl2l6xjluv36z90ax7gfa8yxt,🌍 PLANETSTAKE 1,609,755.0,752.0,3.0,0.003976148379639888,1.2328,10.820588757628117,16.973017344361438,2.719,29.0,6.6240652277998935,0,,,
pool1qqvukkkfr3ux4qylfkrky23f6trl2l6xjluv36z90ax7gfa8yxt,🌍 PLANETSTAKE 1,610,756.0,755.0,1.0,0.001321877257915105,1.0597,10.820588757628117,16.969561668515396,2.333,25.0,6.628041376179533,1,1.2328,16.973017344361438,6.6240652277998935
pool1qqvukkkfr3ux4qylfkrky23f6trl2l6xjluv36z90ax7gfa8yxt,🌍 PLANETSTAKE 1,613,755.0,755.0,0.0,0.0,0.8913,10.820588757628117,16.960813424163064,1.937,21.0,6.628041376179533,0,,,
pool1qqvukkkfr3ux4qylfkrky23f6trl2l6xjluv36z90ax7gfa8yxt,🌍 PLANETSTAKE 1,614,756.0,755.0,1.0,0.001321877257915105,0.8919,10.820588757628117,16.956789520026767,1.94,21.0,6.628041376179533,1,0.8913,16.960813424163064,6.628041376179533
pool1qqvukkkfr3ux4qylfkrky23f6trl2l6xjluv36z90ax7gfa8yxt,🌍 PLANETSTAKE 1,615,757.0,756.0,1.0,0.001320132204923219,1.0292,10.820588757628117,16.9912799802309,2.172,24.0,6.6293632534374485,1,0.8919,16.956789520026767,6.628041376179533
pool1xftlxx9slpz59thcgtwgdj3k9e0ntn3p4qnmzs3r84dkx0hccjc,StakePool Service No.5,609,270.0,270.0,0.0,0.0,0.9439,9.374591514611136,17.000958286589523,1.987,23.0,5.602118820879701,0,,,
pool1xftlxx9slpz59thcgtwgdj3k9e0ntn3p4qnmzs3r84dkx0hccjc,StakePool Service No.5,610,270.0,270.0,0.0,0.0,0.9467,9.437576409313975,16.973995330824426,2.044,23.0,5.602118820879701,1,0.9439,17.000958286589523,5.602118820879701
pool1xftlxx9slpz59thcgtwgdj3k9e0ntn3p4qnmzs3r84dkx0hccjc,StakePool Service No.5,613,269.0,269.0,0.0,0.0,1.0675,9.585762015101455,16.956345121387372,2.237,25.0,5.598421958998375,0,,,
pool1xftlxx9slpz59thcgtwgdj3k9e0ntn3p4qnmzs3r84dkx0hccjc,StakePool Service No.5,614,269.0,269.0,0.0,0.0,0.8539,9.628982259097137,16.974294606399486,1.734,20.0,5.598421958998375,1,1.0675,16.956345121387372,5.598421958998375
pool1xftlxx9slpz59thcgtwgdj3k9e0ntn3p4qnmzs3r84dkx0hccjc,StakePool Service No.5,615,270.0,269.0,1.0,0.003696861881326008,1.2491,9.680409920299208,16.97454882772822,2.576,29.0,5.598421958998375,1,0.8539,16.974294606399486,5.598421958998375
pool1gwnu7f7qgaruxph8gn3u28qphvquvnj63elyd3r0nndacj9g9pa,JAZZ2,609,115.0,115.0,0.0,0.0,1.5258,11.194542223529739,16.997711724595703,3.268,37.0,4.7535901911063645,0,,,
pool1gwnu7f7qgaruxph8gn3u28qphvquvnj63elyd3r0nndacj9g9pa,JAZZ2,610,115.0,115.0,0.0,0.0,1.0749,11.204622295130184,16.99819659442884,2.268,26.0,4.7535901911063645,1,1.5258,16.997711724595703,4.7535901911063645
pool1gwnu7f7qgaruxph8gn3u28qphvquvnj63elyd3r0nndacj9g9pa,JAZZ2,613,115.0,115.0,0.0,0.0,0.8599,11.237241875498443,16.97376594428973,1.832,21.0,4.7535901911063645,0,,,
pool1gwnu7f7qgaruxph8gn3u28qphvquvnj63elyd3r0nndacj9g9pa,JAZZ2,614,115.0,115.0,0.0,0.0,0.6549,11.247397592242072,16.974044243907912,1.368,16.0,4.7535901911063645,1,0.8599,16.97376594428973,4.7535901911063645
pool1gwnu7f7qgaruxph8gn3u28qphvquvnj63elyd3r0nndacj9g9pa,JAZZ2,615,115.0,115.0,0.0,0.0,1.1429,11.257007568242003,16.97391584264555,2.394,27.0,4.7535901911063645,1,0.6549,16.974044243907912,4.7535901911063645
pool1p9sjhjx0v3k76wvgdqu7jcks2ra48wqlhc6g0mkewd25k3zcymy,Watashitachi2,609,196.0,196.0,0.0,0.0,1.0683,11.330622579385965,16.96195521358244,2.258,25.0,5.2832037287379885,0,,,
pool1p9sjhjx0v3k76wvgdqu7jcks2ra48wqlhc6g0mkewd25k3zcymy,Watashitachi2,610,196.0,196.0,0.0,0.0,1.2851,11.340744419640993,16.962294791569807,2.732,30.0,5.2832037287379885,1,1.0683,16.96195521358244,5.2832037287379885
pool1p9sjhjx0v3k76wvgdqu7jcks2ra48wqlhc6g0mkewd25k3zcymy,Watashitachi2,613,196.0,196.0,0.0,0.0,1.528,11.366243240916612,16.96350478604546,3.248,36.0,5.2832037287379885,0,,,
pool1p9sjhjx0v3k76wvgdqu7jcks2ra48wqlhc6g0mkewd25k3zcymy,Watashitachi2,614,196.0,196.0,0.0,0.0,1.2302,11.376459288144899,16.9639867190981,2.589,29.0,5.2832037287379885,1,1.528,16.96350478604546,5.2832037287379885
pool1p9sjhjx0v3k76wvgdqu7jcks2ra48wqlhc6g0mkewd25k3zcymy,Watashitachi2,615,196.0,196.0,0.0,0.0,1.4113,11.384865164657132,16.964030606408166,2.98,33.0,5.2832037287379885,1,1.2302,16.9639867190981,5.2832037287379885
pool13846y7q7tng3endxhet9qdcz5w0fjs09ytcye4dm5g54wmyqeqr,The Brothership Pool,609,777.0,778.0,-1.0,-0.0012845216923569325,0.7752,13.009717474610685,17.008928421450417,1.707,19.0,6.658011045870748,0,,,
pool13846y7q7tng3endxhet9qdcz5w0fjs09ytcye4dm5g54wmyqeqr,The Brothership Pool,610,778.0,777.0,1.0,0.0012845216923569325,1.0229,13.009717474610685,17.009666033860235,2.262,25.0,6.656726524178391,1,0.7752,17.008928421450417,6.658011045870748
pool13846y7q7tng3endxhet9qdcz5w0fjs09ytcye4dm5g54wmyqeqr,The Brothership Pool,613,772.0,776.0,-4.0,-0.005161301780225003,0.9484,13.009717474610685,16.99006823537524,2.088,23.0,6.655440350367647,0,,,
pool13846y7q7tng3endxhet9qdcz5w0fjs09ytcye4dm5g54wmyqeqr,The Brothership Pool,614,769.0,772.0,-3.0,-0.003888533739693223,0.9102,13.009717474610685,16.988479211703975,1.993,22.0,6.650279048587422,1,0.9484,16.99006823537524,6.655440350367647
pool13846y7q7tng3endxhet9qdcz5w0fjs09ytcye4dm5g54wmyqeqr,The Brothership Pool,615,764.0,769.0,-5.0,-0.006514681021193347,1.2077,13.009717474610685,16.965634435611857,2.724,29.0,6.646390514847729,1,0.9102,16.988479211703975,6.650279048587422
pool1xru6f3fflzwkptgm68pncrsncg9ngllv0jk8jnz40m7wusfhazk,Oasis Pool 🌴,609,1208.0,1210.0,-2.0,-0.0016528929382992885,0.6623,9.877267643781263,16.921812662101246,1.424,15.0,7.099201743553092,0,,,
pool1xru6f3fflzwkptgm68pncrsncg9ngllv0jk8jnz40m7wusfhazk,Oasis Pool 🌴,610,1209.0,1208.0,1.0,0.0008267879759937813,0.9788,9.897466106261211,16.921106568421912,2.143,22.0,7.097548850614793,1,0.6623,16.921812662101246,7.099201743553092
pool1xru6f3fflzwkptgm68pncrsncg9ngllv0jk8jnz40m7wusfhazk,Oasis Pool 🌴,613,1207.0,1208.0,-1.0,-0.0008274721200320911,0.9736,9.955964823679002,16.91566547795276,2.124,22.0,7.097548850614793,0,,,
pool1xru6f3fflzwkptgm68pncrsncg9ngllv0jk8jnz40m7wusfhazk,Oasis Pool 🌴,614,1207.0,1207.0,0.0,0.0,0.8044,9.9756563623543,16.918573940649782,1.708,18.0,7.0967213784947605,1,0.9736,16.91566547795276,7.097548850614793
pool1xru6f3fflzwkptgm68pncrsncg9ngllv0jk8jnz40m7wusfhazk,Oasis Pool 🌴,615,1207.0,1207.0,0.0,0.0,1.0767,9.994176427724222,16.919300739007383,2.329,24.0,7.0967213784947605,1,0.8044,16.918573940649782,7.0967213784947605
pool1etfar35l4tf6vam3gvqf5dnaq7levz32vgw4p00jzk7q7twg2te,POP2,609,150.0,150.0,0.0,0.0,0.9176,10.933058385001354,16.938694015919708,1.923,21.0,5.017279836814924,0,,,
pool1etfar35l4tf6vam3gvqf5dnaq7levz32vgw4p00jzk7q7twg2te,POP2,610,150.0,150.0,0.0,0.0,1.0514,10.946351138049218,16.93894108812861,2.214,24.0,5.017279836814924,1,0.9176,16.938694015919708,5.017279836814924
pool1etfar35l4tf6vam3gvqf5dnaq7levz32vgw4p00jzk7q7twg2te,POP2,613,150.0,150.0,0.0,0.0,0.9993,10.982259049492805,16.938959821820546,2.087,23.0,5.017279836814924,0,,,
pool1etfar35l4tf6vam3gvqf5dnaq7levz32vgw4p00jzk7q7twg2te,POP2,614,150.0,150.0,0.0,0.0,0.7386,10.992762121329141,16.93924333934046,1.511,17.0,5.017279836814924,1,0.9993,16.938959821820546,5.017279836814924
pool1etfar35l4tf6vam3gvqf5dnaq7levz32vgw4p00jzk7q7twg2te,POP2,615,150.0,150.0,0.0,0.0,0.7451,11.002593698053532,16.938989537321863,1.522,17.0,5.017279836814924,1,0.7386,16.93924333934046,5.017279836814924
pool1jhzf2mm6zdlhl6w89uhgx8nq8p6ykcc86qq58vjy0ejyxrrksfj,StakeLove,609,491.0,491.0,0.0,0.0,1.0073,13.37829608675318,16.92643101863453,2.188,23.0,6.198478716492308,0,,,
pool1jhzf2mm6zdlhl6w89uhgx8nq8p6ykcc86qq58vjy0ejyxrrksfj,StakeLove,610,492.0,491.0,1.0,0.0020304575503820033,0.9219,13.384119166851512,16.927123012079406,1.989,21.0,6.198478716492308,1,1.0073,16.92643101863453,6.198478716492308
pool1jhzf2mm6zdlhl6w89uhgx8nq8p6ykcc86qq58vjy0ejyxrrksfj,StakeLove,613,489.0,489.0,0.0,0.0,0.7473,13.387471341946643,16.92836247116341,1.564,17.0,6.194405391104672,0,,,
pool1jhzf2mm6zdlhl6w89uhgx8nq8p6ykcc86qq58vjy0ejyxrrksfj,StakeLove,614,489.0,489.0,0.0,0.0,0.8348,13.388442545881842,16.92812033368986,1.757,19.0,6.194405391104672,1,0.7473,16.92836247116341,6.194405391104672
pool1jhzf2mm6zdlhl6w89uhgx8nq8p6ykcc86qq58vjy0ejyxrrksfj,StakeLove,615,489.0,489.0,0.0,0.0,1.2403,13.389721090739311,16.928368048371073,2.657,28.0,6.194405391104672,1,0.8348,16.92812033368986,6.194405391104672
pool149d5lzg7m6susau4f4yfdztgkty34qrcdpvd3ygsetmljgxxf8g,⭐ TERA3 ⭐,609,878.0,878.0,0.0,0.0,0.8168,6.561749596936949,16.94056706409639,1.817,19.0,6.778784897685177,0,,,
pool149d5lzg7m6susau4f4yfdztgkty34qrcdpvd3ygsetmljgxxf8g,⭐ TERA3 ⭐,610,877.0,878.0,-1.0,-0.0011383040500598796,0.742,6.56263647631694,16.942887738204753,1.612,17.0,6.778784897685177,1,0.8168,16.94056706409639,6.778784897685177
pool149d5lzg7m6susau4f4yfdztgkty34qrcdpvd3ygsetmljgxxf8g,⭐ TERA3 ⭐,613,877.0,877.0,0.0,0.0,0.7842,6.565959583665024,16.92182612817718,1.724,18.0,6.777646593635117,0,,,
pool149d5lzg7m6susau4f4yfdztgkty34qrcdpvd3ygsetmljgxxf8g,⭐ TERA3 ⭐,614,877.0,877.0,0.0,0.0,0.9244,6.567053333340291,16.92192669183973,2.025,21.0,6.777646593635117,1,0.7842,16.92182612817718,6.777646593635117
pool149d5lzg7m6susau4f4yfdztgkty34qrcdpvd3ygsetmljgxxf8g,⭐ TERA3 ⭐,615,876.0,877.0,-1.0,-0.001139601262933887,0.6688,6.568067407143323,16.924323134172415,1.421,15.0,6.777646593635117,1,0.9244,16.92192669183973,6.777646593635117
pool1hx4wc45qhhychdvquhem0q3madcs2mp4r0wllk70zkpxz7jhyf4,pool1hx4wc45qhhychdvquhem0q3madcs2mp4r0wllk70zkpxz7jhyf4,609,1.0,1.0,0.0,0.0,1.3843,13.483490567251756,13.483928495478827,0.0,1.0,0.6931471805599453,0,,,
pool1hx4wc45qhhychdvquhem0q3madcs2mp4r0wllk70zkpxz7jhyf4,pool1hx4wc45qhhychdvquhem0q3madcs2mp4r0wllk70zkpxz7jhyf4,610,1.0,1.0,0.0,0.0,1.387,13.484365852175161,15.064249713345905,0.0,1.0,0.6931471805599453,1,1.3843,13.483928495478827,0.6931471805599453
pool1hx4wc45qhhychdvquhem0q3madcs2mp4r0wllk70zkpxz7jhyf4,pool1hx4wc45qhhychdvquhem0q3madcs2mp4r0wllk70zkpxz7jhyf4,613,1.0,1.0,0.0,0.0,1.1867,16.19690609737661,16.604417250657097,0.0,13.0,0.6931471805599453,0,,,
pool1hx4wc45qhhychdvquhem0q3madcs2mp4r0wllk70zkpxz7jhyf4,pool1hx4wc45qhhychdvquhem0q3madcs2mp4r0wllk70zkpxz7jhyf4,614,1.0,1.0,0.0,0.0,0.9576,16.41128977589106,16.667075643770268,0.0,13.0,0.6931471805599453,1,1.1867,16.604417250657097,0.6931471805599453
pool1hx4wc45qhhychdvquhem0q3madcs2mp4r0wllk70zkpxz7jhyf4,pool1hx4wc45qhhychdvquhem0q3madcs2mp4r0wllk70zkpxz7jhyf4,615,1.0,1.0,0.0,0.0,0.6737,16.604417250657097,16.740972947043648,0.0,11.0,0.6931471805599453,1,0.9576,16.667075643770268,0.6931471805599453
pool1cn0dqtplwf67fds40hgkf0u5rm4q4azev5qutmgkw5hdyvue2ue,NEDSCAVE.IO,609,932.0,932.0,0.0,0.0,1.127,13.825927392068076,16.946566440334962,2.526,26.0,6.838405200847344,0,,,
pool1cn0dqtplwf67fds40hgkf0u5rm4q4azev5qutmgkw5hdyvue2ue,NEDSCAVE.IO,610,931.0,932.0,-1.0,-0.0010723861617529806,1.1733,13.825927392068076,16.94639894436966,2.622,27.0,6.838405200847344,1,1.127,16.946566440334962,6.838405200847344
pool1cn0dqtplwf67fds40hgkf0u5rm4q4azev5qutmgkw5hdyvue2ue,NEDSCAVE.IO,613,925.0,928.0,-3.0,-0.0032345041676586916,0.7345,13.825928635412886,16.911589992128132,1.673,17.0,6.834108738813838,0,,,
pool1cn0dqtplwf67fds40hgkf0u5rm4q4azev5qutmgkw5hdyvue2ue,NEDSCAVE.IO,614,922.0,925.0,-3.0,-0.0032450001433277365,1.0273,12.470252018402809,16.91010739046687,2.278,23.0,6.8308742346461795,1,0.7345,16.911589992128132,6.834108738813838
pool1cn0dqtplwf67fds40hgkf0u5rm4q4azev5qutmgkw5hdyvue2ue,NEDSCAVE.IO,615,922.0,922.0,0.0,0.0,1.3513,12.470251353452946,16.910502059628737,3.008,30.0,6.827629234502852,1,1.0273,16.91010739046687,6.8308742346461795
pool1psk0c2p7pwactw00nkzjexdw0msn7g8nddc06eyvds6yswr3tjg,Into the Cryptoverse #2,609,4076.0,4078.0,-2.0,-0.0004904364983051579,0.9898,11.513039798223932,16.910736070604433,2.098,22.0,8.313607139317558,0,,,
pool1psk0c2p7pwactw00nkzjexdw0msn7g8nddc06eyvds6yswr3tjg,Into the Cryptoverse #2,610,4075.0,4076.0,-1.0,-0.0002453084766376179,0.8586,11.513039798223932,16.90907301644264,1.803,19.0,8.313116702819253,1,0.9898,16.910736070604433,8.313607139317558
pool1psk0c2p7pwactw00nkzjexdw0msn7g8nddc06eyvds6yswr3tjg,Into the Cryptoverse #2,613,4076.0,4076.0,0.0,0.0,0.819,11.513039798223932,16.9034244674219,1.687,18.0,8.313116702819253,0,,,
pool1psk0c2p7pwactw00nkzjexdw0msn7g8nddc06eyvds6yswr3tjg,Into the Cryptoverse #2,614,4079.0,4076.0,3.0,0.0007355645789548504,0.8199,11.513039798223932,16.900838305532215,1.686,18.0,8.313116702819253,1,0.819,16.9034244674219,8.313116702819253
pool1psk0c2p7pwactw00nkzjexdw0msn7g8nddc06eyvds6yswr3tjg,Into the Cryptoverse #2,615,4076.0,4079.0,-3.0,-0.0007355645789548504,0.9537,11.513039798223932,16.905191168985667,1.99,21.0,8.313852267398207,1,0.8199,16.900838305532215,8.313116702819253
pool1flkcdxj7cq6sfgl4fujx50p20ylqgj02kgwvfj4g5w24s6th8vz,U0001,609,10.0,10.0,0.0,0.0,0.9018,8.13241401743271,16.90148063782543,1.795,20.0,2.3978952727983707,0,,,
pool1flkcdxj7cq6sfgl4fujx50p20ylqgj02kgwvfj4g5w24s6th8vz,U0001,610,10.0,10.0,0.0,0.0,0.5462,8.353101254331646,16.900197807400183,1.039,12.0,2.3978952727983707,1,0.9018,16.90148063782543,2.3978952727983707
pool1flkcdxj7cq6sfgl4fujx50p20ylqgj02kgwvfj4g5w24s6th8vz,U0001,613,10.0,10.0,0.0,0.0,0.8133,6.7783100887355126,16.90060374973213,1.585,18.0,2.3978952727983707,0,,,
pool1flkcdxj7cq6sfgl4fujx50p20ylqgj02kgwvfj4g5w24s6th8vz,U0001,614,10.0,10.0,0.0,0.0,0.9937,7.43395531229727,16.90086035841951,1.955,22.0,2.3978952727983707,1,0.8133,16.90060374973213,2.3978952727983707
pool1flkcdxj7cq6sfgl4fujx50p20ylqgj02kgwvfj4g5w24s6th8vz,U0001,615,10.0,10.0,0.0,0.0,0.9108,7.863383074548279,16.901173170286526,1.78,20.0,2.3978952727983707,1,0.9937,16.90086035841951,2.3978952727983707
pool1qzlwlpcsgflr9z3f24fg836tyq45p0kf5cnrp20s8v0psp6tdkx,Blue Cheese Stakehouse,609,612.0,612.0,0.0,0.0,0.6353,9.216086831505729,16.902018347181738,1.334,14.0,6.418364935936212,0,,,
pool1qzlwlpcsgflr9z3f24fg836tyq45p0kf5cnrp20s8v0psp6tdkx,Blue Cheese Stakehouse,610,612.0,612.0,0.0,0.0,1.2738,9.216086831505729,16.901881009993108,2.783,28.0,6.418364935936212,1,0.6353,16.902018347181738,6.418364935936212
pool1qzlwlpcsgflr9z3f24fg836tyq45p0kf5cnrp20s8v0psp6tdkx,Blue Cheese Stakehouse,613,614.0,615.0,-1.0,-0.001624695727001857,0.7264,9.216086831505729,16.895934209769724,1.529,16.0,6.423246963533519,0,,,
pool1qzlwlpcsgflr9z3f24fg836tyq45p0kf5cnrp20s8v0psp6tdkx,Blue Cheese Stakehouse,614,614.0,614.0,0.0,0.0,1.0886,9.216086831505729,16.89152617486504,2.354,24.0,6.421622267806518,1,0.7264,16.895934209769724,6.423246963533519
pool1qzlwlpcsgflr9z3f24fg836tyq45p0kf5cnrp20s8v0psp6tdkx,Blue Cheese Stakehouse,615,614.0,614.0,0.0,0.0,0.9609,9.216086831505729,16.88727829838974,2.069,21.0,6.421622267806518,1,1.0886,16.89152617486504,6.421622267806518
pool1m4enp55hp80tf6xl7k6f6593wnyu3pr83xfvef9x3ktdw9m0em5,AzureADA2,609,2704.0,2703.0,1.0,0.00036975411772655065,0.7758,14.891524073177468,16.856465589069618,1.735,17.0,7.902487437162855,0,,,
pool1m4enp55hp80tf6xl7k6f6593wnyu3pr83xfvef9x3ktdw9m0em5,AzureADA2,610,2701.0,2704.0,-3.0,-0.0011096727604371637,0.9042,14.890332372889707,16.857240788741553,1.939,19.0,7.902857191280582,1,0.7758,16.856465589069618,7.902487437162855
pool1m4enp55hp80tf6xl7k6f6593wnyu3pr83xfvef9x3ktdw9m0em5,AzureADA2,613,2702.0,2699.0,3.0,0.0011104942840276522,0.9421,14.891267494460662,16.887122662188023,1.95,20.0,7.90100705199242,0,,,
pool1m4enp55hp80tf6xl7k6f6593wnyu3pr83xfvef9x3ktdw9m0em5,AzureADA2,614,2706.0,2702.0,4.0,0.001478743337853139,1.2907,14.89169586031387,16.889762579902545,2.769,28.0,7.902117546276448,1,0.9421,16.887122662188023,7.90100705199242
pool1m4enp55hp80tf6xl7k6f6593wnyu3pr83xfvef9x3ktdw9m0em5,AzureADA2,615,2704.0,2706.0,-2.0,-0.0007390983337192125,0.7847,14.892073959388274,16.896667391397532,1.637,17.0,7.903596289614301,1,1.2907,16.889762579902545,7.902117546276448
pool1lskcfz80qg2kr2p6776kl9emjn8ulkqsqse7um7skz4y2lwa0cu,Cero Stake Pool,609,1844.0,1845.0,-1.0,-0.0005418585881695748,1.0276,9.381046143829579,16.88459798496406,2.458,24.0,7.520776415062797,0,,,
pool1lskcfz80qg2kr2p6776kl9emjn8ulkqsqse7um7skz4y2lwa0cu,Cero Stake Pool,610,1843.0,1844.0,-1.0,-0.0005421523580881882,1.1644,9.409647974594703,16.884376091974396,2.783,27.0,7.520234556474628,1,1.0276,16.88459798496406,7.520776415062797
pool1lskcfz80qg2kr2p6776kl9emjn8ulkqsqse7um7skz4y2lwa0cu,Cero Stake Pool,613,1838.0,1840.0,-2.0,-0.0010869566287574628,0.8723,9.490712390267674,16.88410274767126,1.896,19.0,7.518064181233078,0,,,
pool1lskcfz80qg2kr2p6776kl9emjn8ulkqsqse7um7skz4y2lwa0cu,Cero Stake Pool,614,1837.0,1838.0,-1.0,-0.0005439216886884424,0.7342,9.516278162862626,16.87769998447426,1.585,16.0,7.516977224604321,1,0.8723,16.88410274767126,7.518064181233078
pool1lskcfz80qg2kr2p6776kl9emjn8ulkqsqse7um7skz4y2lwa0cu,Cero Stake Pool,615,1836.0,1837.0,-1.0,-0.0005442177005070548,1.0186,9.541307554985782,16.88244914170462,2.228,22.0,7.516433302915632,1,0.7342,16.87769998447426,7.516977224604321
pool1nwt6mxqus3tpzrshky5h5kykz9rjpxmacrvw0z6yak9uk5p5045,DigitalAssetNews Two,609,2360.0,2358.0,2.0,0.0008474576778381149,0.6868,10.60465232749109,16.889684913959968,1.411,15.0,7.765993079407675,0,,,
pool1nwt6mxqus3tpzrshky5h5kykz9rjpxmacrvw0z6yak9uk5p5045,DigitalAssetNews Two,610,2361.0,2360.0,1.0,0.0004234596717944683,0.7346,10.60465232749109,16.888970644675503,1.515,16.0,7.766840537085513,1,0.6868,16.889684913959968,7.765993079407675
